id,name,state,census_region,pop_dens,pop_dens4,pop_dens6,pct_black,pop,female,white,black,travel_time,land_area,hh_income,su_gun4,su_gun6,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_dem_2012,per_gop_2012,diff_2012,winner,partywinner16,winner12,partywinner12,flipped
27073,Lac qui Parle County,MN,Midwest,"[    0,   10)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",6891,50.1,97.7,0.4,16.7,765.02,48468,"[ 8,11)","[ 8,10)",27073,1301,2294,3835,0.339243807,0.598174707,993,0.496728737,0.487669854,36,Trump,Republican,Obama,Democrat,Yes
27075,Lake County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",10680,49.1,97.3,0.4,21.9,2109.29,46939,"[11,54]","[12,54]",27075,3077,2932,6472,0.475432633,0.45302843,145,0.594821245,0.383992938,1433,Clinton,Democrat,Obama,Democrat,No
27077,Lake of the Woods County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",3918,48.6,96.1,0.3,17.9,1297.87,44069,"[11,54]","[12,54]",27077,553,1540,2230,0.247982063,0.69058296,987,0.386936937,0.588288288,447,Trump,Republican,Romney,Republican,No
27079,Le Sueur County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",27770,49.6,97.3,0.6,24.9,448.76,58922,"[ 5, 8)","[ 7, 8)",27079,4623,9182,14867,0.310957153,0.617609471,4559,0.458452138,0.523693143,961,Trump,Republican,Romney,Republican,No
27081,Lincoln County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",5788,50,98.5,0.1,19.8,536.76,47861,"[ 0, 5)","[ 0, 4)",27081,860,1930,3002,0.286475683,0.64290473,1070,0.458721491,0.512046258,166,Trump,Republican,Romney,Republican,No
27083,Lyon County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",25665,50.3,92.7,2.4,15.2,714.56,49594,"[ 5, 8)","[ 4, 7)",27083,3825,7256,12129,0.315359881,0.598235634,3431,0.443084158,0.534700827,1130,Trump,Republican,Romney,Republican,No
27085,McLeod County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",35882,50.3,97.2,0.7,22.2,491.47,55170,"[ 0, 5)","[ 4, 7)",27085,4978,12155,18684,0.266431171,0.650556626,7177,0.377675427,0.599783257,4099,Trump,Republican,Romney,Republican,No
27087,Mahnomen County,MN,Midwest,"[    0,   10)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",5505,49.7,48.9,0.3,22.1,557.88,40282,"[ 0, 5)","[ 0, 4)",27087,930,991,2074,0.448408872,0.477820636,61,0.58558972,0.399724644,405,Trump,Republican,Obama,Democrat,Yes
27089,Marshall County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9417,49.2,97.5,0.5,22.7,1775.07,52198,"[ 5, 8)","[ 4, 7)",27089,1225,3208,4794,0.255527743,0.669169796,1983,0.427681661,0.549019608,526,Trump,Republican,Romney,Republican,No
27091,Martin County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",20220,50.7,97.5,0.5,15.3,712.35,48530,"[ 5, 8)","[ 7, 8)",27091,2733,7062,10469,0.261056452,0.674562996,4329,0.371007596,0.609224856,2603,Trump,Republican,Romney,Republican,No
27093,Meeker County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",23107,49,98,0.5,24.6,608.18,53904,"[ 5, 8)","[ 7, 8)",27093,3192,8103,12198,0.261682243,0.664289228,4911,0.40839977,0.568176214,1944,Trump,Republican,Romney,Republican,No
27095,Mille Lacs County,MN,Midwest,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 0.0, 2.0)",25884,49.7,91.1,0.5,29.6,572.31,47862,"[ 5, 8)","[ 7, 8)",27095,3709,8340,12948,0.286453506,0.644114921,4631,0.446769372,0.532766153,1122,Trump,Republican,Romney,Republican,No
27097,Morrison County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",32810,49.6,97.6,0.5,25.6,1125.06,47649,"[ 5, 8)","[ 7, 8)",27097,3637,12925,17534,0.207425573,0.737139272,9288,0.369283399,0.609710719,4006,Trump,Republican,Romney,Republican,No
27099,Mower County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",39323,50.2,92.5,3.3,17.5,711.33,46004,"[ 5, 8)","[ 4, 7)",27099,7444,8826,17587,0.423267186,0.501847956,1382,0.602512046,0.37561583,4191,Trump,Republican,Obama,Democrat,Yes
27101,Murray County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",8470,50.3,97.2,0.4,19,704.7,52160,"[ 8,11)","[ 8,10)",27101,1295,2974,4642,0.27897458,0.640672124,1679,0.454354228,0.526714346,344,Trump,Republican,Romney,Republican,No
27103,Nicollet County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",33093,49.8,94.6,2.3,16,448.49,60115,"[ 5, 8)","[ 4, 7)",27103,7886,8436,17914,0.440214357,0.470916602,550,0.52786437,0.449220673,1438,Trump,Republican,Obama,Democrat,Yes
27105,Nobles County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",21590,48.2,86.6,4,17.4,715.11,48208,"[ 0, 5)","[ 4, 7)",27105,2733,5299,8592,0.318086592,0.616736499,2566,0.446603085,0.539385376,788,Trump,Republican,Romney,Republican,No
27107,Norman County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6639,49.7,94.4,0.5,22.6,872.79,45389,"[ 0, 5)","[ 0, 4)",27107,1264,1699,3232,0.391089109,0.525680693,435,0.540793998,0.432635198,346,Trump,Republican,Obama,Democrat,Yes
27109,Olmsted County,MN,Midwest,"[  100,  500)","[118,71672]","[215,71672]","[ 5.0,10.0)",150287,51.1,86.2,5.5,17.5,653.35,66252,"[ 0, 5)","[ 4, 7)",27109,36266,35668,79277,0.457459288,0.449916117,598,0.504650357,0.472501956,2506,Clinton,Democrat,Obama,Democrat,No
27111,Otter Tail County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",57635,49.7,96.4,1.1,20.4,1972.07,48961,"[ 8,11)","[ 8,10)",27111,9339,20939,32284,0.289276422,0.648587536,11600,0.385431848,0.597554021,6695,Trump,Republican,Romney,Republican,No
27113,Pennington County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",14058,50.1,94,1.6,15.1,616.57,45633,"[ 8,11)","[ 8,10)",27113,2146,4000,6671,0.321690901,0.599610253,1854,0.465732327,0.508855691,280,Trump,Republican,Romney,Republican,No
27115,Pine County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 2.0, 5.0)",29095,46.6,92.1,2.2,29.2,1411.29,43928,"[ 8,11)","[ 8,10)",27115,4580,8191,13729,0.333600408,0.596620293,3611,0.485471807,0.492304373,95,Trump,Republican,Romney,Republican,No
27117,Pipestone County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",9281,51.2,94.7,1.2,17.1,465.06,46019,"[ 8,11)","[ 8,10)",27117,1127,3338,4779,0.235823394,0.698472484,2211,0.372654734,0.609877076,1100,Trump,Republican,Romney,Republican,No
27119,Polk County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",31704,49.9,94.2,1.2,17.6,1971.13,50695,"[ 5, 8)","[ 7, 8)",27119,4712,8979,14698,0.320587835,0.610899442,4267,0.462510243,0.520008194,842,Trump,Republican,Romney,Republican,No
27121,Pope County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",10984,49.3,97.9,0.4,19.3,669.71,52350,"[ 0, 5)","[ 0, 4)",27121,2106,3793,6294,0.334604385,0.602637432,1687,0.478952442,0.504820051,161,Trump,Republican,Romney,Republican,No
27123,Ramsey County,MN,Midwest,"[ 1000, 5000)","[118,71672]","[215,71672]","[10.0,15.0)",532655,51.4,70.9,11.6,22.6,152.21,54247,"[ 0, 5)","[ 4, 7)",27123,176929,70778,269161,0.657335201,0.262957858,106151,0.66575948,0.31247165,98137,Clinton,Democrat,Obama,Democrat,No
27125,Red Lake County,MN,Midwest,"[    0,   10)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",4043,49.3,95.5,0.7,23.1,432.41,47569,"[ 0, 5)","[ 0, 4)",27125,540,1141,1871,0.288615714,0.609834313,601,0.472745797,0.498217015,50,Trump,Republican,Romney,Republican,No
27127,Redwood County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",15515,50.3,89.5,0.7,17,878.57,47447,"[ 5, 8)","[ 4, 7)",27127,1887,5137,7566,0.249405234,0.678958499,3250,0.38757892,0.588841644,1562,Trump,Republican,Romney,Republican,No
27129,Renville County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",15025,48.8,96.6,0.5,17.8,982.91,50802,"[ 8,11)","[ 8,10)",27129,2117,4890,7563,0.279915377,0.646568822,2773,0.441697033,0.539953149,755,Trump,Republican,Romney,Republican,No
27131,Rice County,MN,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",65151,48.9,91.8,3.8,22.6,495.68,59915,"[ 5, 8)","[ 4, 7)",27131,14437,15429,32217,0.448117454,0.478908651,992,0.53028607,0.447139303,2674,Trump,Republican,Obama,Democrat,Yes
27133,Rock County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",9553,50.8,96.8,0.8,19.7,482.46,46623,"[ 5, 8)","[ 7, 8)",27133,1373,3091,4807,0.28562513,0.643020595,1718,0.402691511,0.581780538,865,Trump,Republican,Romney,Republican,No
27135,Roseau County,MN,Midwest,"[    0,   10)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",15679,48.9,94.1,0.4,16.2,1671.6,50759,"[ 8,11)","[ 8,10)",27135,1856,5451,7767,0.238959701,0.701815373,3595,0.378171896,0.601500682,1637,Trump,Republican,Romney,Republican,No
27137,St. Louis County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",200949,49.8,92.9,1.5,19.5,6247.4,46517,"[ 5, 8)","[ 7, 8)",27137,57769,44631,111260,0.519225238,0.40114147,13138,0.636931135,0.34067491,34502,Clinton,Democrat,Obama,Democrat,No
27139,Scott County,MN,Midwest,"[  100,  500)","[118,71672]","[215,71672]","[ 2.0, 5.0)",139672,50.2,87.5,3.3,26.7,356.48,86112,"[ 0, 5)","[ 4, 7)",27139,28502,39948,74390,0.383142896,0.537007662,11446,0.41609836,0.5646329,10607,Trump,Republican,Romney,Republican,No
27141,Sherburne County,MN,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",91126,48.9,94.6,2,32,432.92,73098,"[ 5, 8)","[ 4, 7)",27141,13299,31049,47938,0.277420835,0.647690767,17750,0.379900691,0.601208981,10251,Trump,Republican,Romney,Republican,No
27143,Sibley County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",14918,50,97.2,0.5,24.5,588.78,54017,"[ 0, 5)","[ 4, 7)",27143,1954,5193,7727,0.252879513,0.672059014,3239,0.374566474,0.602825947,1777,Trump,Republican,Romney,Republican,No
27145,Stearns County,MN,Midwest,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 2.0, 5.0)",152912,49.5,92.3,3.6,20.4,1343.13,54551,"[ 0, 5)","[ 4, 7)",27145,25575,47618,78985,0.323795657,0.602873963,22043,0.429174448,0.550218732,9463,Trump,Republican,Romney,Republican,No
27147,Steele County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 82,  215)","[ 2.0, 5.0)",36573,50.6,94.8,2.7,17.3,429.65,56480,"[ 0, 5)","[ 4, 7)",27147,6239,11198,19040,0.327678571,0.588130252,4959,0.457392035,0.5202795,1197,Trump,Republican,Romney,Republican,No
27149,Stevens County,MN,Midwest,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",9800,50.4,94,1.3,12.1,563.6,54206,"[ 0, 5)","[ 0, 4)",27149,2116,2800,5350,0.395514019,0.523364486,684,0.487813556,0.492083259,24,Trump,Republican,Romney,Republican,No
27151,Swift County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",9436,49.5,97.1,0.7,16.3,742.08,48026,"[ 0, 5)","[ 0, 4)",27151,1679,2962,4968,0.337962963,0.596215781,1283,0.54079025,0.441910753,503,Trump,Republican,Obama,Democrat,Yes
27153,Todd County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",24264,48.7,97,0.4,23.3,944.98,45000,"[ 5, 8)","[ 7, 8)",27153,2783,8485,11944,0.233004019,0.710398526,5702,0.409709233,0.571246387,1900,Trump,Republican,Romney,Republican,No
27155,Traverse County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",3387,50.4,92.9,0.5,14.6,573.9,45714,"[ 0, 5)","[ 0, 4)",27155,631,1050,1791,0.352317141,0.586264657,419,0.511956522,0.467391304,82,Trump,Republican,Obama,Democrat,Yes
27157,Wabasha County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",21362,50.2,97.7,0.6,22.5,522.98,53057,"[ 0, 5)","[ 0, 4)",27157,3866,6989,11764,0.328629718,0.594100646,3123,0.461951885,0.516038219,634,Trump,Republican,Romney,Republican,No
27159,Wadena County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",13757,50.7,96.2,1,22,536.27,36928,"[ 8,11)","[ 8,10)",27159,1684,4837,6894,0.24427038,0.701624601,3153,0.367985824,0.611783816,1651,Trump,Republican,Romney,Republican,No
27161,Waseca County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",19025,52.8,94.7,2.3,18.9,423.36,53657,"[ 0, 5)","[ 4, 7)",27161,2838,5967,9579,0.296273097,0.622925149,3129,0.450236967,0.527096641,746,Trump,Republican,Romney,Republican,No
27163,Washington County,MN,Midwest,"[  500, 1000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",249283,50.5,87.9,4.2,25.2,384.28,81540,"[ 0, 5)","[ 4, 7)",27163,67086,64429,142843,0.469648495,0.451047654,2657,0.495395559,0.487873207,1066,Clinton,Democrat,Obama,Democrat,No
27165,Watonwan County,MN,Midwest,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",11083,50.3,95.1,1.5,19.1,434.95,49698,"[ 5, 8)","[ 4, 7)",27165,1814,2768,4971,0.364916516,0.556829612,954,0.487585533,0.492082111,23,Trump,Republican,Romney,Republican,No
27167,Wilkin County,MN,Midwest,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6495,49.3,96.9,0.3,17.3,750.96,50507,"[ 0, 5)","[ 0, 4)",27167,893,2129,3279,0.272339128,0.649283318,1236,0.391656289,0.586550436,626,Trump,Republican,Romney,Republican,No
27169,Winona County,MN,Midwest,"[   50,  100)","[ 45,  118)","[ 82,  215)","[ 0.0, 2.0)",51097,50.7,94.7,1.4,17.1,626.21,47468,"[ 0, 5)","[ 4, 7)",27169,11366,12122,25852,0.439656506,0.468899892,756,0.552706342,0.423569347,3500,Trump,Republican,Obama,Democrat,Yes
27171,Wright County,MN,Midwest,"[  100,  500)","[118,71672]","[ 82,  215)","[ 0.0, 2.0)",129918,49.7,95.6,1.1,30.1,661.46,71598,"[ 0, 5)","[ 4, 7)",27171,20336,43274,69154,0.294068311,0.62576279,22938,0.382228613,0.596117901,14876,Trump,Republican,Romney,Republican,No
27173,Yellow Medicine County,MN,Midwest,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",10109,49.1,94.1,0.4,18.1,759.1,52510,"[ 8,11)","[ 8,10)",27173,1524,3382,5253,0.290119931,0.643822578,1858,0.456735223,0.519918473,341,Trump,Republican,Romney,Republican,No
28000,25,MS,South,"[   50,  100)","[ 45,  118)","[ 45,   82)","[25.0,50.0)",2994079,51.4,59.8,37.4,23.9,46923.27,39031,NA,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28001,Adams County,MS,South,"[   50,  100)","[ 45,  118)","[ 45,   82)","[50.0,85.3]",31737,49.6,44.7,53.3,19.8,462.41,27381,"[ 8,11)","[10,12)",28001,6921,5125,12214,0.566644834,0.419600458,1796,0.587254974,0.406871742,2457,Clinton,Democrat,Obama,Democrat,No
28003,Alcorn County,MS,South,"[   50,  100)","[ 45,  118)","[ 82,  215)","[10.0,15.0)",37380,51.1,86,12.2,20.5,400.04,33600,"[11,54]","[10,12)",28003,2684,11817,14781,0.181584467,0.799472296,9133,0.2349135,0.751055714,7578,Trump,Republican,Romney,Republican,No
28005,Amite County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[25.0,50.0)",12629,50.9,57.6,41.2,35.8,730.1,30750,"[ 5, 8)","[ 7, 8)",28005,2688,4282,7033,0.382198208,0.608844021,1594,0.420049602,0.573423835,1175,Trump,Republican,Romney,Republican,No
28007,Attala County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[25.0,50.0)",19163,52.4,56.6,42.2,27.5,734.98,31641,"[ 5, 8)","[ 7, 8)",28007,2847,4288,7242,0.393123447,0.592101629,1441,0.428880683,0.566917102,1084,Trump,Republican,Romney,Republican,No
28009,Benton County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[25.0,50.0)",8296,50.1,61.8,36.7,35.3,406.62,31060,"[11,54]","[12,54]",28009,1713,2240,3996,0.428678679,0.560560561,527,0.496568627,0.49754902,4,Trump,Republican,Romney,Republican,No
28011,Bolivar County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[50.0,85.3]",33768,53.5,33.7,64.7,17.8,876.57,28599,"[ 5, 8)","[ 7, 8)",28011,8410,4251,12831,0.655443847,0.331306991,4159,0.685369617,0.304811334,5426,Clinton,Democrat,Obama,Democrat,No
28013,Calhoun County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[25.0,50.0)",14745,51.8,70.4,28.1,23.7,586.57,30000,"[ 8,11)","[10,12)",28013,1884,4360,6339,0.297207761,0.687805648,2476,0.358680057,0.631436314,1711,Trump,Republican,Romney,Republican,No
28015,Carroll County,MS,South,"[   10,   50)","[  0,   17)","[  9,   25)","[25.0,50.0)",10254,48.9,65.4,33.3,23,628.24,31039,"[ 8,11)","[10,12)",28015,1648,3774,5470,0.301279707,0.689945155,2126,0.33344504,0.662365952,1963,Trump,Republican,Romney,Republican,No
28017,Chickasaw County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[25.0,50.0)",17313,51.9,54.8,43.5,25.2,501.78,31061,"[ 5, 8)","[ 4, 7)",28017,3649,4127,7890,0.462484157,0.523067174,478,0.512236618,0.471273394,313,Trump,Republican,Obama,Democrat,Yes
28019,Choctaw County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[25.0,50.0)",8294,51.5,68,30.3,28,418.18,29876,"[11,54]","[10,12)",28019,1198,2763,4020,0.29800995,0.687313433,1565,0.333506629,0.658435144,1250,Trump,Republican,Romney,Republican,No
28021,Claiborne County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[50.0,85.3]",9080,52.3,14,84.7,23.3,487.41,23689,"[ 5, 8)","[ 4, 7)",28021,2523,414,2954,0.854096141,0.140148951,2109,0.881133511,0.115633321,4025,Clinton,Democrat,Obama,Democrat,No
28023,Clarke County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[25.0,50.0)",16299,52.6,64.3,34.4,30.2,691.55,31362,"[ 8,11)","[ 8,10)",28023,2556,5088,7713,0.331388565,0.6596655,2532,0.37435755,0.613279622,1720,Trump,Republican,Romney,Republican,No
28025,Clay County,MS,South,"[   10,   50)","[ 45,  118)","[ 45,   82)","[50.0,85.3]",20225,53,40.1,58.8,22.8,410.08,30764,"[ 8,11)","[10,12)",28025,5695,4136,9960,0.571787149,0.415261044,1559,0.606688063,0.386685992,2125,Clinton,Democrat,Obama,Democrat,No
28027,Coahoma County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[50.0,85.3]",24807,53.9,23.4,75.1,19.5,552.44,26407,"[ 5, 8)","[ 7, 8)",28027,6378,2426,8912,0.715664273,0.272217235,3952,0.7491373,0.246366203,4808,Clinton,Democrat,Obama,Democrat,No
28029,Copiah County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[50.0,85.3]",28797,51.7,47.3,51.1,25.3,777.24,35421,"[ 5, 8)","[ 7, 8)",28029,6203,5576,11906,0.520997816,0.468335293,627,0.553837871,0.439470851,1487,Clinton,Democrat,Obama,Democrat,No
28031,Covington County,MS,South,"[   10,   50)","[ 45,  118)","[ 45,   82)","[25.0,50.0)",19442,51.1,62.8,35.7,27.3,413.79,33381,"[ 8,11)","[ 8,10)",28031,3267,5423,8790,0.371672355,0.616951081,2156,0.415527611,0.577583379,1482,Trump,Republican,Romney,Republican,No
28033,DeSoto County,MS,South,"[  100,  500)","[118,71672]","[215,71672]","[15.0,25.0)",170913,51.5,72.7,24.1,25.1,476.15,58505,"[ 8,11)","[ 8,10)",28033,19892,42155,64022,0.310705695,0.658445534,22263,0.327663762,0.66221535,21420,Trump,Republican,Romney,Republican,No
28035,Forrest County,MS,South,"[  100,  500)","[118,71672]","[ 82,  215)","[25.0,50.0)",76330,52.2,60.3,36.9,20.8,466.31,36726,"[ 5, 8)","[ 7, 8)",28035,11271,15149,27284,0.413099252,0.555233837,3878,0.434668394,0.551981,3260,Trump,Republican,Romney,Republican,No
28037,Franklin County,MS,South,"[   10,   50)","[  0,   17)","[  9,   25)","[25.0,50.0)",7833,51.1,63.4,35.5,39.8,563.78,32372,"[11,54]","[12,54]",28037,1471,2685,4219,0.34866082,0.636406731,1214,0.383974792,0.608822867,999,Trump,Republican,Romney,Republican,No
28039,George County,MS,South,"[   10,   50)","[ 45,  118)","[ 45,   82)","[ 5.0,10.0)",23303,49.5,90,8.5,35.2,478.71,43958,"[ 8,11)","[10,12)",28039,1013,8652,9831,0.1030414,0.880073238,7639,0.137594138,0.850091594,7001,Trump,Republican,Romney,Republican,No
28041,Greene County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[25.0,50.0)",14326,40.4,71.6,27.1,37.6,712.76,36888,"[ 5, 8)","[ 4, 7)",28041,956,4309,5325,0.179530516,0.809201878,3353,0.223855381,0.764994087,3203,Trump,Republican,Romney,Republican,No
28043,Grenada County,MS,South,"[   50,  100)","[ 45,  118)","[ 45,   82)","[25.0,50.0)",21666,52.9,56.3,42.2,21.5,422.11,34129,"[ 8,11)","[ 8,10)",28043,4386,5940,10442,0.420034476,0.568856541,1554,0.466342756,0.528268551,701,Trump,Republican,Romney,Republican,No
28045,Hancock County,MS,South,"[   50,  100)","[ 45,  118)","[ 82,  215)","[ 5.0,10.0)",45949,50.5,88.2,8.1,29.1,473.75,44522,"[11,54]","[10,12)",28045,3320,13720,17517,0.189530171,0.783239139,10400,0.227868178,0.755389767,8980,Trump,Republican,Romney,Republican,No
28047,Harrison County,MS,South,"[  100,  500)","[118,71672]","[215,71672]","[15.0,25.0)",199058,50.3,70.2,23.7,21.7,573.99,43124,"[ 8,11)","[10,12)",28047,20679,39710,62076,0.333123913,0.639699723,19031,0.361059706,0.627349761,16404,Trump,Republican,Romney,Republican,No
28049,Hinds County,MS,South,"[  100,  500)","[118,71672]","[215,71672]","[50.0,85.3]",243729,53.2,27.8,70.3,21.3,869.74,37626,"[ 5, 8)","[ 4, 7)",28049,64922,24919,91536,0.709251005,0.27223169,40003,0.722170444,0.270895851,44062,Clinton,Democrat,Obama,Democrat,No
28051,Holmes County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[50.0,85.3]",18459,52.9,16.1,82.9,25.7,756.7,22325,"[ 5, 8)","[ 7, 8)",28051,5820,1151,7045,0.826117814,0.163378282,4669,0.838905399,0.156513125,5511,Clinton,Democrat,Obama,Democrat,No
28053,Humphreys County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[50.0,85.3]",8741,52.7,23.9,74.7,19,418.49,23600,"[ 0, 5)","[ 0, 4)",28053,2652,924,3599,0.736871353,0.256737983,1728,0.758536041,0.238562821,2330,Clinton,Democrat,Obama,Democrat,No
28055,Issaquena County,MS,South,"[    0,   10)","[  0,   17)","[  0,    9)","[50.0,85.3]",1397,40,34.8,64.2,26.9,413.05,24767,"[ 0, 5)","[ 0, 4)",28055,395,298,699,0.56509299,0.426323319,97,0.608640407,0.383735705,177,Clinton,Democrat,Obama,Democrat,No
28057,Itawamba County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 5.0,10.0)",23527,51,92.2,6.5,23.6,532.79,36073,"[11,54]","[10,12)",28057,1100,8385,9634,0.11417895,0.870354993,7285,0.183182495,0.79333257,5326,Trump,Republican,Romney,Republican,No
28059,Jackson County,MS,South,"[  100,  500)","[118,71672]","[ 82,  215)","[15.0,25.0)",141137,50.7,73.4,22,24.3,722.75,48943,"[ 8,11)","[10,12)",28059,13087,31204,45465,0.287847795,0.686330144,18117,0.31349158,0.674822479,17810,Trump,Republican,Romney,Republican,No
28061,Jasper County,MS,South,"[   10,   50)","[ 17,   45)","[  9,   25)","[50.0,85.3]",16601,51.5,46.7,52.2,26,676.24,31170,"[11,54]","[10,12)",28061,4367,4032,8468,0.515706188,0.476145489,335,0.545717345,0.448929336,904,Clinton,Democrat,Obama,Democrat,No
28063,Jefferson County,MS,South,"[   10,   50)","[  0,   17)","[  9,   25)","[50.0,85.3]",7599,50,13.9,85.3,24.6,519.93,26028,"[ 0, 5)","[ 0, 4)",28063,3337,489,3859,0.864731796,0.126716766,2848,0.88742727,0.109031116,3077,Clinton,Democrat,Obama,Democrat,No
28065,Jefferson Davis County,MS,South,"[   10,   50)","[ 17,   45)","[ 25,   45)","[50.0,85.3]",11822,52.1,38.8,59.8,32.7,408.44,27186,"[ 8,11)","[ 8,10)",28065,3720,2466,6237,0.596440596,0.395382395,1254,0.618615896,0.368540345,1655,Clinton,Democrat,Obama,Democrat,No
28067,Jones County,MS,South,"[   50,  100)","[ 45,  118)","[ 82,  215)","[25.0,50.0)",68290,51.3,68.8,29.2,21.9,694.8,38074,"[ 8,11)","[ 8,10)",28067,7748,20076,28250,0.274265487,0.710654867,12328,0.304480991,0.68696318,11489,Trump,Republican,Romney,Republican,No
28069,Kemper County,MS,South,"[   10,   50)","[  0,   17)","[  9,   25)","[50.0,85.3]",10163,50,34.9,60.5,27.3,766.18,29003,"[ 8,11)","[ 8,10)",28069,2827,1778,4639,0.609398577,0.383272257,1049,0.641132225,0.354117181,1450,Clinton,Democrat,Obama,Democrat,No
28071,Lafayette County,MS,South,"[   50,  100)","[ 45,  118)","[ 82,  215)","[15.0,25.0)",52930,51.1,72.2,23.8,18.3,631.71,43328,"[ 5, 8)","[ 7, 8)",28071,7968,10872,19642,0.405661338,0.553507789,2904,0.412890466,0.568436973,2674,Trump,Republican,Romney,Republican,No
