date,month,n_days,births,total_pop,country
1982-02-01,2,28,276899,231664458,United States
1982-03-01,3,31,305811,231664458,United States
1982-04-01,4,30,291446,231664458,United States
1982-05-01,5,31,306232,231664458,United States
1982-06-01,6,30,307842,231664458,United States
1982-07-01,7,31,328528,231664458,United States
1982-08-01,8,31,329182,231664458,United States
1982-09-01,9,30,326619,231664458,United States
1982-10-01,10,31,313982,231664458,United States
1982-11-01,11,30,295992,231664458,United States
1982-12-01,12,31,300181,231664458,United States
1983-01-01,1,31,297750,233791994,United States
1983-02-01,2,28,276981,233791994,United States
1983-03-01,3,31,310928,233791994,United States
1983-04-01,4,30,293920,233791994,United States
1983-05-01,5,31,303224,233791994,United States
1983-06-01,6,30,303957,233791994,United States
1983-07-01,7,31,317969,233791994,United States
1983-08-01,8,31,323960,233791994,United States
1983-09-01,9,30,314468,233791994,United States
1983-10-01,10,31,305777,233791994,United States
1983-11-01,11,30,290944,233791994,United States
1983-12-01,12,31,299055,233791994,United States
1984-01-01,1,31,292200,235824902,United States
1984-02-01,2,29,281564,235824902,United States
1984-03-01,3,31,303970,235824902,United States
1984-04-01,4,30,285823,235824902,United States
1984-05-01,5,31,299395,235824902,United States
1984-06-01,6,30,298889,235824902,United States
1984-07-01,7,31,325516,235824902,United States
1984-08-01,8,31,335222,235824902,United States
1984-09-01,9,30,326454,235824902,United States
1984-10-01,10,31,321371,235824902,United States
1984-11-01,11,30,296816,235824902,United States
1984-12-01,12,31,301921,235824902,United States
1985-01-01,1,31,304073,237923795,United States
1985-02-01,2,28,281261,237923795,United States
1985-03-01,3,31,310679,237923795,United States
1985-04-01,4,30,301777,237923795,United States
1985-05-01,5,31,317596,237923795,United States
1985-06-01,6,30,308477,237923795,United States
1985-07-01,7,31,333484,237923795,United States
1985-08-01,8,31,336575,237923795,United States
1985-09-01,9,30,331283,237923795,United States
1985-10-01,10,31,322997,237923795,United States
1985-11-01,11,30,301551,237923795,United States
1985-12-01,12,31,310808,237923795,United States
1986-01-01,1,31,306183,240132887,United States
1986-02-01,2,28,282526,240132887,United States
1986-03-01,3,31,312394,240132887,United States
1986-04-01,4,30,304103,240132887,United States
1986-05-01,5,31,315975,240132887,United States
1986-06-01,6,30,307668,240132887,United States
1986-07-01,7,31,334499,240132887,United States
1986-08-01,8,31,333875,240132887,United States
1986-09-01,9,30,334196,240132887,United States
1986-10-01,10,31,319134,240132887,United States
1986-11-01,11,30,293252,240132887,United States
1986-12-01,12,31,312742,240132887,United States
1987-01-01,1,31,305069,242288918,United States
1987-02-01,2,28,283477,242288918,United States
1987-03-01,3,31,317462,242288918,United States
1987-04-01,4,30,307768,242288918,United States
1987-05-01,5,31,319784,242288918,United States
1987-06-01,6,30,321024,242288918,United States
1987-07-01,7,31,336381,242288918,United States
1987-08-01,8,31,331351,242288918,United States
1987-09-01,9,30,334058,242288918,United States
1987-10-01,10,31,326392,242288918,United States
1987-11-01,11,30,306346,242288918,United States
1987-12-01,12,31,320282,242288918,United States
1988-01-01,1,31,310214,244498982,United States
1988-02-01,2,29,298464,244498982,United States
1988-03-01,3,31,321920,244498982,United States
1988-04-01,4,30,309185,244498982,United States
1988-05-01,5,31,325953,244498982,United States
1988-06-01,6,30,328868,244498982,United States
1988-07-01,7,31,346417,244498982,United States
1988-08-01,8,31,354165,244498982,United States
1988-09-01,9,30,346855,244498982,United States
1988-10-01,10,31,331220,244498982,United States
1988-11-01,11,30,314321,244498982,United States
1988-12-01,12,31,321928,244498982,United States
1989-01-01,1,31,320422,246819230,United States
1989-02-01,2,28,300391,246819230,United States
1989-03-01,3,31,339912,246819230,United States
1989-04-01,4,30,318779,246819230,United States
1989-05-01,5,31,336320,246819230,United States
1989-06-01,6,30,338973,246819230,United States
1989-07-01,7,31,356716,246819230,United States
1989-08-01,8,31,366579,246819230,United States
1989-09-01,9,30,357344,246819230,United States
1989-10-01,10,31,344161,246819230,United States
1989-11-01,11,30,325543,246819230,United States
1989-12-01,12,31,335818,246819230,United States
1990-01-01,1,31,335274,248709873,United States
1990-02-01,2,28,312611,248709873,United States
1990-03-01,3,31,350614,248709873,United States
1990-04-01,4,30,336382,248709873,United States
1990-05-01,5,31,354114,248709873,United States
1990-06-01,6,30,347355,248709873,United States
1990-07-01,7,31,367670,248709873,United States
1990-08-01,8,31,372516,248709873,United States
1990-09-01,9,30,358682,248709873,United States
1990-10-01,10,31,353166,248709873,United States
1990-11-01,11,30,333146,248709873,United States
1990-12-01,12,31,336682,248709873,United States
1991-01-01,1,31,335172,252980941,United States
1991-02-01,2,28,309130,252980941,United States
1991-03-01,3,31,344079,252980941,United States
1991-04-01,4,30,335626,252980941,United States
1991-05-01,5,31,353131,252980941,United States
1991-06-01,6,30,334265,252980941,United States
1991-07-01,7,31,362913,252980941,United States
1991-08-01,8,31,366786,252980941,United States
1991-09-01,9,30,356016,252980941,United States
1991-10-01,10,31,348934,252980941,United States
1991-11-01,11,30,323635,252980941,United States
1991-12-01,12,31,341220,252980941,United States
1992-01-01,1,31,334045,256514224,United States
1992-02-01,2,29,315448,256514224,United States
1992-03-01,3,31,339518,256514224,United States
1992-04-01,4,30,333373,256514224,United States
1992-05-01,5,31,344137,256514224,United States
1992-06-01,6,30,339664,256514224,United States
1992-07-01,7,31,359112,256514224,United States
1992-08-01,8,31,348949,256514224,United States
1992-09-01,9,30,347547,256514224,United States
1992-10-01,10,31,343546,256514224,United States
1992-11-01,11,30,321943,256514224,United States
1992-12-01,12,31,337732,256514224,United States
1993-01-01,1,31,323073,259918588,United States
1993-02-01,2,28,304656,259918588,United States
1993-03-01,3,31,342187,259918588,United States
1993-04-01,4,30,327042,259918588,United States
1993-05-01,5,31,335989,259918588,United States
1993-06-01,6,30,335349,259918588,United States
1993-07-01,7,31,352554,259918588,United States
1993-08-01,8,31,350898,259918588,United States
1993-09-01,9,30,348013,259918588,United States
1993-10-01,10,31,332937,259918588,United States
1993-11-01,11,30,316379,259918588,United States
1993-12-01,12,31,331163,259918588,United States
1994-01-01,1,31,320705,263125821,United States
1994-02-01,2,28,301327,263125821,United States
1994-03-01,3,31,339736,263125821,United States
1994-04-01,4,30,317392,263125821,United States
1994-05-01,5,31,330295,263125821,United States
1994-06-01,6,30,329737,263125821,United States
1994-07-01,7,31,345862,263125821,United States
1994-08-01,8,31,352173,263125821,United States
1994-09-01,9,30,339223,263125821,United States
1994-10-01,10,31,330172,263125821,United States
1994-11-01,11,30,319397,263125821,United States
1994-12-01,12,31,326748,263125821,United States
1995-01-01,1,31,316013,266278393,United States
1995-02-01,2,28,295094,266278393,United States
1995-03-01,3,31,328503,266278393,United States
1995-04-01,4,30,309119,266278393,United States
1995-05-01,5,31,334543,266278393,United States
1995-06-01,6,30,329805,266278393,United States
1995-07-01,7,31,340873,266278393,United States
1995-08-01,8,31,350737,266278393,United States
1995-09-01,9,30,339103,266278393,United States
1995-10-01,10,31,330012,266278393,United States
1995-11-01,11,30,310817,266278393,United States
1995-12-01,12,31,314970,266278393,United States
1996-01-01,1,31,314283,269394284,United States
1996-02-01,2,29,301763,269394284,United States
1996-03-01,3,31,322581,269394284,United States
1996-04-01,4,30,312595,269394284,United States
1996-05-01,5,31,325708,269394284,United States
1996-06-01,6,30,318525,269394284,United States
1996-07-01,7,31,345162,269394284,United States
1996-08-01,8,31,346317,269394284,United States
1996-09-01,9,30,336348,269394284,United States
1996-10-01,10,31,336346,269394284,United States
1996-11-01,11,30,309397,269394284,United States
1996-12-01,12,31,322469,269394284,United States
1997-01-01,1,31,317211,272646925,United States
1997-02-01,2,28,291541,272646925,United States
1997-03-01,3,31,321212,272646925,United States
1997-04-01,4,30,314230,272646925,United States
1997-05-01,5,31,330331,272646925,United States
1997-06-01,6,30,321867,272646925,United States
1997-07-01,7,31,346506,272646925,United States
1997-08-01,8,31,339122,272646925,United States
1997-09-01,9,30,333600,272646925,United States
1997-10-01,10,31,328657,272646925,United States
1997-11-01,11,30,307282,272646925,United States
1997-12-01,12,31,329335,272646925,United States
1998-01-01,1,31,319340,275854104,United States
1998-02-01,2,28,298711,275854104,United States
1998-03-01,3,31,329436,275854104,United States
1998-04-01,4,30,319758,275854104,United States
1998-05-01,5,31,330519,275854104,United States
1998-06-01,6,30,327091,275854104,United States
1998-07-01,7,31,348651,275854104,United States
1998-08-01,8,31,344736,275854104,United States
1998-09-01,9,30,343384,275854104,United States
1998-10-01,10,31,332790,275854104,United States
1998-11-01,11,30,313241,275854104,United States
1998-12-01,12,31,333896,275854104,United States
1999-01-01,1,31,319182,279040168,United States
1999-02-01,2,28,297568,279040168,United States
1999-03-01,3,31,332939,279040168,United States
1999-04-01,4,30,316889,279040168,United States
1999-05-01,5,31,328526,279040168,United States
1999-06-01,6,30,332201,279040168,United States
1999-07-01,7,31,349812,279040168,United States
1999-08-01,8,31,351371,279040168,United States
1999-09-01,9,30,349409,279040168,United States
1999-10-01,10,31,332980,279040168,United States
1999-11-01,11,30,315289,279040168,United States
1999-12-01,12,31,333251,279040168,United States
2000-01-01,1,31,330108,281421906,United States
2000-02-01,2,29,317377,281421906,United States
2000-03-01,3,31,340553,281421906,United States
2000-04-01,4,30,317180,281421906,United States
2000-05-01,5,31,341207,281421906,United States
2000-06-01,6,30,341206,281421906,United States
2000-07-01,7,31,348975,281421906,United States
2000-08-01,8,31,360080,281421906,United States
2000-09-01,9,30,347609,281421906,United States
2000-10-01,10,31,343921,281421906,United States
2000-11-01,11,30,333811,281421906,United States
2000-12-01,12,31,336787,281421906,United States
2001-01-01,1,31,335198,284968955,United States
2001-02-01,2,28,303534,284968955,United States
2001-03-01,3,31,338684,284968955,United States
2001-04-01,4,30,323613,284968955,United States
2001-05-01,5,31,344017,284968955,United States
2001-06-01,6,30,331085,284968955,United States
2001-07-01,7,31,351047,284968955,United States
2001-08-01,8,31,361802,284968955,United States
2001-09-01,9,30,342564,284968955,United States
2001-10-01,10,31,344074,284968955,United States
2001-11-01,11,30,323746,284968955,United States
2001-12-01,12,31,326569,284968955,United States
2002-01-01,1,31,330674,287625193,United States
2002-02-01,2,28,303977,287625193,United States
2002-03-01,3,31,331505,287625193,United States
2002-04-01,4,30,324432,287625193,United States
2002-05-01,5,31,339007,287625193,United States
2002-06-01,6,30,327588,287625193,United States
2002-07-01,7,31,357669,287625193,United States
2002-08-01,8,31,359417,287625193,United States
2002-09-01,9,30,348814,287625193,United States
2002-10-01,10,31,345814,287625193,United States
2002-11-01,11,30,318573,287625193,United States
2002-12-01,12,31,334256,287625193,United States
2003-01-01,1,31,329803,290107933,United States
2003-02-01,2,28,307248,290107933,United States
2003-03-01,3,31,336920,290107933,United States
2003-04-01,4,30,330106,290107933,United States
2003-05-01,5,31,346754,290107933,United States
2003-06-01,6,30,337425,290107933,United States
2003-07-01,7,31,364226,290107933,United States
2003-08-01,8,31,360103,290107933,United States
2003-09-01,9,30,359644,290107933,United States
2003-10-01,10,31,354048,290107933,United States
2003-11-01,11,30,320094,290107933,United States
2003-12-01,12,31,343579,290107933,United States
2004-01-01,1,31,332907,292805298,United States
2004-02-01,2,29,315821,292805298,United States
2004-03-01,3,31,346348,292805298,United States
2004-04-01,4,30,333335,292805298,United States
2004-05-01,5,31,337651,292805298,United States
2004-06-01,6,30,344881,292805298,United States
2004-07-01,7,31,359426,292805298,United States
2004-08-01,8,31,355408,292805298,United States
2004-09-01,9,30,356033,292805298,United States
2004-10-01,10,31,348466,292805298,United States
2004-11-01,11,30,335704,292805298,United States
2004-12-01,12,31,346072,292805298,United States
2005-01-01,1,31,331478,295516599,United States
2005-02-01,2,28,309620,295516599,United States
2005-03-01,3,31,349321,295516599,United States
2005-04-01,4,30,332477,295516599,United States
2005-05-01,5,31,346276,295516599,United States
2005-06-01,6,30,350879,295516599,United States
2005-07-01,7,31,357053,295516599,United States
2005-08-01,8,31,369316,295516599,United States
2005-09-01,9,30,363369,295516599,United States
2005-10-01,10,31,344639,295516599,United States
2005-11-01,11,30,335667,295516599,United States
2005-12-01,12,31,348254,295516599,United States
2006-01-01,1,31,340297,298379912,United States
2006-02-01,2,28,319235,298379912,United States
2006-03-01,3,31,356786,298379912,United States
2006-04-01,4,30,329809,298379912,United States
2006-05-01,5,31,355437,298379912,United States
2006-06-01,6,30,358251,298379912,United States
2006-07-01,7,31,367934,298379912,United States
2006-08-01,8,31,387798,298379912,United States
2006-09-01,9,30,374711,298379912,United States
2006-10-01,10,31,367354,298379912,United States
2006-11-01,11,30,351832,298379912,United States
2006-12-01,12,31,356111,298379912,United States
2007-01-01,1,31,354943,301231207,United States
2007-02-01,2,28,326891,301231207,United States
2007-03-01,3,31,360828,301231207,United States
2007-04-01,4,30,338224,301231207,United States
2007-05-01,5,31,362319,301231207,United States
2007-06-01,6,30,358606,301231207,United States
2007-07-01,7,31,379616,301231207,United States
2007-08-01,8,31,390378,301231207,United States
2007-09-01,9,30,366904,301231207,United States
2007-10-01,10,31,369324,301231207,United States
2007-11-01,11,30,353660,301231207,United States
2007-12-01,12,31,354540,301231207,United States
2008-01-01,1,31,356457,304093966,United States
2008-02-01,2,29,338521,304093966,United States
2008-03-01,3,31,350630,304093966,United States
2008-04-01,4,30,346397,304093966,United States
2008-05-01,5,31,354886,304093966,United States
2008-06-01,6,30,348587,304093966,United States
2008-07-01,7,31,375384,304093966,United States
2008-08-01,8,31,373333,304093966,United States
2008-09-01,9,30,367965,304093966,United States
2008-10-01,10,31,357875,304093966,United States
2008-11-01,11,30,323788,304093966,United States
2008-12-01,12,31,353871,304093966,United States
2009-01-01,1,31,337980,306771529,United States
2009-02-01,2,28,316641,306771529,United States
2009-03-01,3,31,347803,306771529,United States
2009-04-01,4,30,337272,306771529,United States
2009-05-01,5,31,345257,306771529,United States
2009-06-01,6,30,346971,306771529,United States
2009-07-01,7,31,368450,306771529,United States
2009-08-01,8,31,359554,306771529,United States
2009-09-01,9,30,361922,306771529,United States
2009-10-01,10,31,347625,306771529,United States
2009-11-01,11,30,320195,306771529,United States
2009-12-01,12,31,340995,306771529,United States
2010-01-01,1,31,323249,308745538,United States
2010-02-01,2,28,301994,308745538,United States
2010-03-01,3,31,338613,308745538,United States
2010-04-01,4,30,325028,308745538,United States
2010-05-01,5,31,328273,308745538,United States
2010-06-01,6,30,334535,308745538,United States
2010-07-01,7,31,345199,308745538,United States
2010-08-01,8,31,349747,308745538,United States
2010-09-01,9,30,350745,308745538,United States
2010-10-01,10,31,336809,308745538,United States
2010-11-01,11,30,326220,308745538,United States
2010-12-01,12,31,338974,308745538,United States
2011-01-01,1,31,320477,311644280,United States
2011-02-01,2,28,297961,311644280,United States
2011-03-01,3,31,330151,311644280,United States
2011-04-01,4,30,313275,311644280,United States
2011-05-01,5,31,326647,311644280,United States
2011-06-01,6,30,337280,311644280,United States
2011-07-01,7,31,345560,311644280,United States
2011-08-01,8,31,359404,311644280,United States
2011-09-01,9,30,345548,311644280,United States
2011-10-01,10,31,328488,311644280,United States
2011-11-01,11,30,321479,311644280,United States
2011-12-01,12,31,327320,311644280,United States
2012-01-01,1,31,316315,313993272,United States
2012-02-01,2,29,304505,313993272,United States
2012-03-01,3,31,324322,313993272,United States
2012-04-01,4,30,306700,313993272,United States
2012-05-01,5,31,330146,313993272,United States
2012-06-01,6,30,327189,313993272,United States
2012-07-01,7,31,347542,313993272,United States
2012-08-01,8,31,361114,313993272,United States
2012-09-01,9,30,340113,313993272,United States
2012-10-01,10,31,345497,313993272,United States
2012-11-01,11,30,325146,313993272,United States
2012-12-01,12,31,324252,313993272,United States
2013-01-01,1,31,323691,316234505,United States
2013-02-01,2,28,291748,316234505,United States
2013-03-01,3,31,320529,316234505,United States
2013-04-01,4,30,311645,316234505,United States
2013-05-01,5,31,329520,316234505,United States
2013-06-01,6,30,319779,316234505,United States
2013-07-01,7,31,349158,316234505,United States
2013-08-01,8,31,353485,316234505,United States
2013-09-01,9,30,338008,316234505,United States
2013-10-01,10,31,340562,316234505,United States
2013-11-01,11,30,318482,316234505,United States
2013-12-01,12,31,335574,316234505,United States
2014-01-01,1,31,326366,318622525,United States
2014-02-01,2,28,298404,318622525,United States
2014-03-01,3,31,323572,318622525,United States
2014-04-01,4,30,318990,318622525,United States
2014-05-01,5,31,334613,318622525,United States
2014-06-01,6,30,325981,318622525,United States
2014-07-01,7,31,355524,318622525,United States
2014-08-01,8,31,354257,318622525,United States
2014-09-01,9,30,348424,318622525,United States
2014-10-01,10,31,343356,318622525,United States
2014-11-01,11,30,317998,318622525,United States
2014-12-01,12,31,340591,318622525,United States
2015-01-01,1,31,325955,321039839,United States
2015-02-01,2,28,298058,321039839,United States
2015-03-01,3,31,328923,321039839,United States
2015-04-01,4,30,320832,321039839,United States
2015-05-01,5,31,327917,321039839,United States
2015-06-01,6,30,330541,321039839,United States
2015-07-01,7,31,353415,321039839,United States
2015-08-01,8,31,351791,321039839,United States
2015-09-01,9,30,347516,321039839,United States
2015-10-01,10,31,339007,321039839,United States
2015-11-01,11,30,318820,321039839,United States
2015-12-01,12,31,335722,321039839,United States
