year,id,age,race,sex,siblings,kids
1994,2010,21,White,Male,5,0
1994,2011,21,White,Female,3,0
1994,2012,31,White,Male,3,0
1994,2013,22,White,Female,1,0
1994,2014,26,White,Female,2,0
1994,2015,28,White,Female,2,2
1994,2016,42,White,Female,2,3
1994,2017,50,White,Female,2,2
1994,2018,20,White,Female,3,0
1994,2019,29,White,Female,4,2
1994,2020,44,White,Male,2,2
1994,2021,59,White,Female,1,4+
1994,2022,38,White,Male,2,2
1994,2023,39,White,Female,3,1
1994,2024,65,White,Female,5,3
1994,2025,50,White,Male,1,1
1994,2026,66,Black,Female,6+,4+
1994,2027,26,Black,Female,4,2
1994,2028,85,Black,Male,6+,1
1994,2029,30,Black,Male,6+,0
1994,2030,63,Black,Male,6+,0
1994,2031,31,Black,Male,2,0
1994,2033,58,White,Male,3,3
1994,2034,28,Black,Female,3,1
1994,2035,22,Black,Male,3,0
1994,2036,27,Other,Male,4,1
1994,2037,20,White,Female,1,0
1994,2038,68,White,Female,6+,4+
1994,2039,26,Black,Female,4,2
1994,2040,23,White,Male,2,0
1994,2041,26,White,Female,0,2
1994,2042,24,White,Female,0,0
1994,2043,50,White,Female,1,4+
1994,2044,23,White,Female,0,0
1994,2045,55,White,Female,4,3
1994,2046,28,Black,Male,2,0
1994,2047,27,White,Female,1,0
1994,2048,24,Black,Male,4,2
1994,2049,59,Black,Male,6+,4+
1994,2050,30,White,Male,3,0
1994,2051,52,White,Male,3,1
1994,2052,74,White,Female,1,2
1994,2053,47,White,Female,4,3
1994,2054,59,White,Male,5,4+
1994,2055,50,White,Male,2,4+
1994,2056,77,White,Female,2,3
1994,2057,30,White,Male,3,0
1994,2058,23,White,Male,3,2
1994,2059,50,White,Female,6+,4+
1994,2060,41,White,Female,6+,4+
1994,2061,33,Black,Female,6+,1
1994,2062,34,White,Male,1,0
1994,2063,21,Other,Male,1,0
1994,2064,59,Black,Male,3,2
1994,2065,84,White,Female,6+,1
1994,2066,43,White,Female,3,1
1994,2067,32,White,Male,3,1
1994,2068,23,White,Female,4,1
1994,2069,70,White,Female,4,3
1994,2070,46,White,Female,1,2
1994,2071,25,White,Female,2,1
1994,2072,57,White,Female,1,1
1994,2073,59,White,Female,2,1
1994,2074,43,White,Female,2,2
1994,2075,41,White,Female,6+,3
1994,2076,60,White,Male,4,3
1994,2077,21,White,Male,6+,0
1994,2078,53,White,Female,2,2
1994,2079,44,White,Female,4,3
1994,2080,65,White,Female,3,2
1994,2081,65,White,Male,1,4+
1994,2082,59,White,Male,6+,3
1994,2083,33,White,Male,1,2
1994,2084,68,White,Female,0,4+
1994,2085,47,White,Male,3,4+
1994,2086,48,White,Male,3,3
1994,2087,53,White,Male,2,2
1994,2088,28,White,Female,4,1
1994,2089,49,White,Female,4,0
1994,2090,34,Black,Male,3,0
1994,2091,25,White,Male,3,0
1994,2092,43,White,Female,1,0
1994,2093,42,White,Male,2,2
1994,2094,37,White,Female,6+,2
1994,2095,73,White,Female,6+,2
1994,2096,74,White,Male,2,2
1994,2097,66,White,Male,6+,4+
1994,2098,35,White,Female,1,2
1994,2099,35,White,Female,2,0
1994,2100,59,White,Female,3,2
1994,2101,70,White,Female,5,1
1994,2102,42,White,Female,4,2
1994,2103,33,White,Male,6+,4+
1994,2104,30,White,Male,1,0
1994,2105,60,White,Male,3,2
1994,2106,35,White,Male,6+,4+
1994,2107,41,White,Female,2,0
1994,2108,28,White,Male,1,0
1994,2109,61,White,Female,3,1
1994,2110,47,White,Female,1,2
1994,2111,56,White,Male,0,1
1994,2112,52,White,Female,1,3
1994,2113,35,White,Male,3,1
1994,2114,54,White,Female,3,2
1994,2115,38,White,Female,1,3
1994,2116,63,White,Female,6+,4+
1994,2117,45,White,Male,3,1
1994,2118,33,White,Male,1,0
1994,2119,23,White,Male,2,0
1994,2120,63,White,Female,5,3
1994,2121,65,White,Female,6+,3
1994,2122,40,White,Male,6+,1
1994,2123,32,White,Female,2,2
1994,2124,75,White,Female,6+,4+
1994,2125,52,White,Male,1,3
1994,2126,21,White,Female,1,4+
1994,2127,36,White,Male,3,0
1994,2128,55,White,Male,3,1
1994,2129,20,White,Female,3,0
1994,2130,26,White,Male,2,0
1994,2131,32,White,Male,4,0
1994,2132,44,White,Male,2,1
1994,2133,36,White,Male,3,3
1994,2134,73,White,Male,1,3
1994,2135,32,White,Female,1,1
1994,2136,68,White,Female,1,2
1994,2137,76,White,Male,3,2
1994,2138,69,White,Male,4,4+
1994,2139,42,White,Male,0,3
1994,2140,64,White,Female,5,2
1994,2141,27,White,Male,5,3
1994,2142,34,White,Male,6+,2
1994,2143,60,White,Male,1,0
1994,2144,44,Other,Female,6+,4+
1994,2145,53,White,Female,1,2
1994,2146,55,White,Female,2,3
1994,2147,48,White,Male,2,0
1994,2148,41,White,Female,2,0
1994,2149,71,White,Male,2,2
1994,2150,43,White,Male,3,0
1994,2151,38,White,Female,2,2
1994,2152,39,White,Male,0,1
1994,2153,76,White,Female,2,2
1994,2154,48,White,Female,2,2
1994,2155,27,White,Male,6+,1
1994,2156,54,White,Female,0,4+
1994,2157,25,White,Female,5,1
1994,2158,36,White,Female,3,0
1994,2159,50,White,Male,2,0
1994,2160,24,White,Male,1,0
1994,2161,41,White,Male,5,0
1994,2162,47,White,Male,6+,4+
1994,2163,46,White,Male,1,2
1994,2164,45,White,Female,3,0
1994,2165,29,White,Female,1,1
1994,2166,61,White,Female,1,3
1994,2167,63,White,Female,0,2
1994,2168,48,White,Female,2,0
1994,2169,43,White,Female,1,1
1994,2170,46,White,Female,3,2
1994,2171,33,White,Male,6+,0
1994,2172,32,White,Female,6+,0
1994,2173,34,White,Male,6+,0
1994,2174,34,White,Female,2,1
1994,2175,56,Black,Male,2,3
1994,2176,45,White,Female,2,2
1994,2177,53,White,Female,5,1
1994,2178,49,White,Male,5,2
1994,2179,37,White,Female,4,2
1994,2180,30,White,Female,4,2
1994,2181,41,White,Male,1,1
1994,2182,74,White,Female,3,4+
1994,2183,21,White,Male,1,0
1994,2184,75,White,Female,4,3
1994,2185,59,White,Female,4,4+
1994,2186,71,White,Female,4,4+
1994,2187,52,White,Male,5,2
1994,2188,67,White,Female,2,3
1994,2189,23,White,Female,1,1
1994,2190,25,White,Male,1,0
1994,2191,25,White,Female,5,0
1994,2192,32,White,Male,1,0
1994,2193,57,Other,Male,4,2
1994,2194,55,White,Female,6+,3
1994,2195,30,White,Male,3,1
1994,2196,60,White,Female,2,3
1994,2197,47,White,Female,6+,4+
1994,2198,26,White,Female,5,0
1994,2199,18,White,Female,3,0
1994,2200,56,White,Male,1,1
1994,2201,23,Black,Male,1,0
1994,2202,25,White,Male,6+,1
1994,2203,24,White,Male,4,0
1994,2204,46,White,Female,0,2
1994,2205,59,White,Male,3,4+
1994,2206,34,White,Male,2,2
1994,2207,54,White,Female,3,1
1994,2208,44,White,Male,1,0
1994,2209,50,White,Male,6+,2
1994,2210,43,White,Female,3,4+
1994,2211,55,White,Male,1,1
1994,2212,21,White,Male,4,0
1994,2213,72,White,Male,1,3
1994,2214,49,White,Male,1,2
1994,2215,51,White,Male,5,2
1994,2216,35,White,Male,1,0
1994,2217,64,White,Female,1,3
1994,2218,39,White,Female,3,1
1994,2219,52,White,Male,4,1
1994,2220,54,White,Male,6+,4+
1994,2221,46,Other,Female,5,2
1994,2222,32,White,Male,3,2
1994,2223,29,White,Female,1,1
1994,2224,41,Black,Male,6+,3
1994,2225,26,White,Male,1,0
1994,2226,32,White,Male,5,2
1994,2227,23,White,Female,3,3
1994,2228,42,White,Female,4,3
1994,2229,33,White,Male,3,0
1994,2230,24,White,Female,6+,1
1994,2231,38,White,Female,1,2
1994,2232,72,White,Female,6+,4+
1994,2233,29,White,Male,1,1
1994,2234,31,White,Female,6+,1
1994,2235,32,White,Male,2,0
1994,2236,42,White,Male,6+,2
1994,2237,42,White,Female,2,0
1994,2238,26,White,Female,1,2
1994,2239,28,White,Female,4,0
1994,2240,33,White,Female,3,3
1994,2241,41,White,Male,5,1
1994,2242,44,White,Female,3,0
1994,2243,25,White,Female,2,0
1994,2244,29,Other,Female,6+,3
1994,2245,35,White,Female,5,4+
1994,2246,47,White,Male,2,3
1994,2247,28,Other,Female,5,4+
1994,2248,22,Other,Female,4,0
1994,2249,38,Other,Male,6+,3
1994,2250,28,White,Female,2,2
1994,2251,49,White,Female,3,2
1994,2252,30,Other,Female,3,0
1994,2253,32,White,Male,2,1
1994,2254,30,White,Female,1,0
1994,2255,38,White,Female,4,3
1994,2256,33,Other,Male,6+,2
1994,2257,43,Other,Female,2,2
1994,2258,44,White,Male,1,1
1994,2259,62,White,Female,3,4+
1994,2260,55,White,Male,1,2
1994,2261,41,White,Female,1,0
1994,2262,47,White,Male,2,1
1994,2263,63,Other,Female,5,1
1994,2264,41,White,Female,1,2
1994,2265,45,White,Female,6+,2
1994,2266,52,White,Male,1,2
1994,2267,27,White,Female,3,0
1994,2268,35,White,Female,1,0
1994,2269,42,White,Male,2,2
1994,2270,33,White,Female,4,2
1994,2271,45,White,Female,2,2
1994,2272,45,White,Female,4,0
1994,2273,50,White,Female,1,2
1994,2274,28,White,Male,6+,1
1994,2275,32,White,Female,2,2
1994,2276,88,White,Male,3,2
1994,2277,35,White,Female,2,1
1994,2278,56,White,Female,1,2
1994,2279,48,White,Female,1,0
1994,2280,28,White,Male,1,0
1994,2281,83,White,Male,4,3
1994,2282,39,White,Male,3,2
1994,2283,87,White,Female,0,1
1994,2284,81,White,Female,0,4+
1994,2285,21,White,Female,1,0
1994,2286,34,White,Male,3,1
1994,2287,26,White,Male,3,0
1994,2288,54,White,Female,2,3
1994,2289,77,White,Female,1,0
1994,2290,50,White,Female,4,4+
1994,2291,49,White,Male,3,2
1994,2292,44,White,Male,0,2
1994,2293,34,White,Male,0,0
1994,2294,53,White,Male,6+,2
1994,2295,37,White,Male,3,2
1994,2296,52,White,Female,1,1
1994,2297,35,White,Female,6+,1
1994,2298,41,White,Male,6+,3
1994,2299,57,White,Female,1,4+
1994,2300,40,White,Female,0,0
1994,2301,35,White,Female,2,2
1994,2302,51,White,Female,1,2
1994,2303,77,White,Female,6+,0
1994,2304,84,White,Female,3,2
1994,2305,48,White,Male,1,0
1994,2306,47,White,Female,6+,4+
1994,2307,33,White,Female,5,2
1994,2308,45,White,Male,6+,3
1994,2309,66,White,Male,6+,0
1994,2310,39,White,Female,6+,3
1994,2311,36,White,Male,6+,3
1994,2312,57,White,Female,6+,4+
1994,2313,72,White,Male,6+,4+
1994,2314,34,White,Male,4,0
1994,2315,59,White,Male,0,4+
1994,2316,44,White,Male,5,2
1994,2317,64,White,Female,4,0
1994,2318,52,White,Male,6+,2
1994,2319,69,White,Male,6+,2
1994,2320,46,White,Male,6+,0
1994,2321,19,Black,Male,2,0
1994,2322,32,White,Female,1,0
1994,2323,36,White,Male,1,1
1994,2324,40,White,Male,1,4+
1994,2325,48,White,Female,2,2
1994,2326,52,White,Male,6+,2
1994,2327,45,White,Male,2,2
1994,2328,26,White,Female,4,0
1994,2329,27,White,Female,6+,0
1994,2330,62,White,Female,6+,4+
1994,2331,40,White,Male,1,2
1994,2332,24,White,Male,5,0
1994,2333,45,White,Male,2,1
1994,2334,63,White,Male,5,3
1994,2335,44,White,Male,4,0
1994,2336,89,White,Male,2,1
1994,2337,85,White,Female,3,1
1994,2338,65,White,Male,6+,2
1994,2339,44,White,Female,1,4+
1994,2340,29,White,Male,6+,0
1994,2341,32,White,Female,2,3
1994,2342,60,White,Female,4,2
1994,2343,69,White,Male,1,3
1994,2344,34,White,Male,2,0
1994,2345,56,White,Male,6+,0
1994,2346,26,White,Female,2,0
1994,2347,76,White,Male,0,0
1994,2348,52,White,Female,4,2
1994,2349,63,White,Male,1,3
1994,2350,52,White,Male,4,4+
1994,2351,65,White,Female,0,3
1994,2352,79,White,Male,1,1
1994,2353,63,White,Female,3,4+
1994,2354,35,White,Male,3,0
1994,2355,56,White,Female,4,2
1994,2356,33,White,Male,3,2
1994,2357,40,White,Female,0,4+
1994,2358,60,White,Female,3,2
1994,2359,55,White,Male,4,3
1994,2360,51,White,Male,2,3
1994,2361,24,White,Female,1,0
1994,2362,34,White,Male,2,2
1994,2363,31,White,Male,2,0
1994,2364,43,White,Female,4,3
1994,2365,43,White,Female,0,2
1994,2366,31,White,Female,4,2
1994,2367,28,White,Female,3,2
1994,2368,36,White,Male,6+,2
1994,2369,27,White,Male,2,0
1994,2370,76,White,Female,3,2
1994,2371,86,White,Male,4,0
1994,2372,61,White,Male,0,3
1994,2373,63,White,Female,6+,4+
1994,2374,76,White,Female,5,4+
1994,2375,47,White,Female,6+,2
1994,2376,48,White,Female,6+,2
1994,2377,37,White,Male,1,0
1994,2378,38,White,Female,6+,2
1994,2379,64,White,Female,6+,1
1994,2380,36,White,Female,5,1
1994,2381,26,White,Female,1,3
1994,2382,74,White,Male,6+,2
1994,2383,48,Other,Male,5,4+
1994,2384,57,White,Female,2,4+
1994,2385,59,White,Male,1,0
1994,2386,32,White,Female,1,3
1994,2387,33,White,Male,2,2
1994,2388,20,White,Male,4,0
1994,2389,41,Other,Male,6+,2
1994,2390,51,White,Female,5,1
1994,2391,23,White,Male,2,0
1994,2392,34,White,Male,5,2
1994,2393,63,White,Female,1,0
1994,2394,86,White,Female,2,0
1994,2395,49,White,Female,1,1
1994,2396,71,White,Male,5,4+
1994,2397,72,White,Male,6+,4+
1994,2398,23,White,Female,2,0
1994,2399,29,White,Male,0,0
1994,2400,29,White,Female,2,0
1994,2401,24,White,Female,1,0
1994,2402,33,White,Male,4,2
1994,2403,49,White,Female,2,2
1994,2404,42,White,Female,3,2
1994,2405,41,White,Female,6+,3
1994,2406,43,White,Female,1,3
1994,2407,21,White,Male,1,0
1994,2408,41,White,Female,4,0
1994,2409,29,White,Female,1,0
1994,2410,27,White,Male,1,1
1994,2411,39,White,Female,4,2
1994,2412,25,White,Male,3,0
1994,2413,21,White,Female,6+,0
1994,2414,34,White,Female,1,2
1994,2415,37,White,Male,2,4+
1994,2416,70,White,Female,2,3
1994,2417,37,White,Female,0,3
1994,2418,63,White,Female,5,4+
1994,2419,75,White,Female,6+,1
1994,2420,25,White,Male,5,0
1994,2421,39,White,Female,4,0
1994,2422,45,White,Male,6+,1
1994,2423,22,White,Male,2,0
1994,2424,22,White,Male,1,0
1994,2425,24,Black,Female,3,0
1994,2426,22,White,Male,1,0
1994,2427,63,White,Female,0,4+
1994,2428,25,White,Male,1,0
1994,2429,42,White,Female,2,1
1994,2430,34,White,Male,1,2
1994,2431,48,White,Female,4,2
1994,2432,32,White,Female,4,0
1994,2433,37,White,Male,3,1
1994,2434,24,White,Male,2,0
1994,2435,33,White,Male,3,0
1994,2436,34,White,Male,3,2
1994,2437,43,White,Male,2,0
1994,2438,28,White,Male,6+,0
1994,2439,32,White,Male,4,3
1994,2440,66,White,Male,3,4+
1994,2441,37,White,Female,3,4+
1994,2442,43,Black,Male,3,0
1994,2443,59,White,Female,1,3
1994,2444,50,White,Female,1,2
1994,2445,24,White,Female,3,2
1994,2446,40,White,Male,3,1
1994,2447,21,Other,Male,3,0
1994,2448,30,White,Female,2,0
1994,2449,30,White,Female,2,3
1994,2450,47,White,Male,3,2
1994,2451,25,White,Male,1,0
1994,2452,52,White,Male,3,2
1994,2453,69,White,Male,4,3
1994,2454,49,White,Female,5,3
1994,2455,73,White,Male,5,2
1994,2456,45,White,Male,3,2
1994,2457,50,White,Male,3,0
1994,2458,36,White,Female,6+,2
1994,2459,56,White,Female,3,2
1994,2460,45,White,Male,6+,2
1994,2461,71,White,Female,6+,4+
1994,2462,44,White,Female,5,2
1994,2463,78,White,Female,5,3
1994,2464,63,White,Female,6+,0
1994,2465,48,White,Female,1,1
1994,2466,44,White,Male,6+,2
1994,2467,30,White,Male,6+,2
1994,2468,26,White,Female,1,0
1994,2469,30,White,Male,3,1
1994,2470,28,White,Female,2,1
1994,2471,70,White,Male,6+,3
1994,2472,62,White,Female,6+,2
1994,2473,49,White,Female,2,4+
1994,2474,67,White,Female,1,4+
1994,2475,48,White,Female,1,2
1994,2476,41,White,Male,3,2
1994,2477,47,White,Male,2,2
1994,2478,63,White,Female,3,3
1994,2479,65,White,Male,4,4+
1994,2480,18,White,Male,6+,1
1994,2481,75,White,Female,6+,2
1994,2482,59,White,Male,1,0
1994,2483,77,White,Male,5,4+
1994,2484,75,White,Female,0,2
1994,2485,34,White,Female,1,2
1994,2486,67,White,Male,3,2
1994,2487,68,White,Male,2,4+
1994,2488,42,White,Male,3,2
1994,2489,53,White,Male,0,4+
1994,2490,32,White,Female,2,3
1994,2491,35,White,Female,6+,2
1994,2492,47,White,Male,3,0
1994,2493,40,White,Male,2,2
1994,2494,25,White,Male,2,1
1994,2495,46,White,Male,6+,2
1994,2496,25,White,Female,3,1
1994,2497,35,White,Female,5,1
1994,2498,35,White,Female,6+,2
1994,2499,57,White,Female,6+,4+
1994,2500,30,White,Female,2,1
1994,2501,53,White,Female,6+,2
1994,2502,22,White,Female,2,0
1994,2503,19,White,Female,1,0
1994,2504,22,White,Female,6+,1
1994,2505,24,White,Female,1,1
1994,2506,46,White,Male,3,0
1994,2507,30,White,Male,4,2
1994,2508,62,White,Male,6+,4+
1994,2509,46,White,Female,4,2
1994,2510,37,White,Male,1,2
1994,2511,46,White,Male,1,3
1994,2512,25,White,Male,2,0
1994,2513,46,White,Male,6+,3
1994,2514,43,White,Female,3,2
1994,2515,31,White,Female,2,3
1994,2516,27,White,Female,1,1
1994,2517,28,White,Male,1,1
1994,2518,45,White,Male,5,0
1994,2519,33,White,Male,1,2
1994,2520,34,White,Female,2,2
1994,2521,60,White,Male,1,4+
1994,2522,38,White,Male,3,3
1994,2523,34,White,Female,6+,2
1994,2524,30,White,Male,6+,1
1994,2525,51,White,Female,1,4+
1994,2526,51,White,Female,2,4+
1994,2527,39,White,Male,2,2
1994,2528,39,White,Female,6+,2
1994,2529,73,White,Female,3,4+
1994,2530,39,White,Male,0,1
1994,2531,36,White,Male,3,1
1994,2532,54,White,Female,3,4+
1994,2533,89,White,Female,0,1
1994,2534,32,White,Female,1,4+
1994,2535,25,White,Male,2,0
1994,2536,76,White,Male,3,4+
1994,2537,29,White,Male,3,0
1994,2538,23,White,Male,2,1
1994,2539,33,White,Male,6+,3
1994,2540,70,White,Female,4,3
1994,2541,63,White,Male,6+,0
1994,2542,37,White,Female,4,3
1994,2543,45,White,Male,6+,2
1994,2544,70,White,Female,4,4+
1994,2545,42,White,Female,3,2
1994,2546,50,White,Male,3,2
1994,2547,50,White,Female,1,2
1994,2548,32,White,Female,3,3
1994,2549,36,White,Male,2,4+
1994,2550,42,White,Female,6+,0
1994,2551,63,White,Male,3,2
1994,2552,37,White,Female,2,2
1994,2553,36,White,Female,4,2
1994,2554,61,White,Female,6+,4+
1994,2555,67,White,Female,5,0
1994,2556,77,White,Female,2,0
1994,2557,66,White,Male,5,2
1994,2558,68,White,Female,6+,2
1994,2559,57,White,Male,3,0
1994,2560,81,White,Female,2,4+
1994,2561,37,Black,Female,6+,3
1994,2562,44,Black,Female,6+,1
1994,2563,48,Black,Female,6+,1
1994,2564,49,Black,Female,6+,2
1994,2565,51,Black,Female,6+,4+
1994,2566,57,Black,Female,5,4+
1994,2567,68,Black,Female,6+,3
1994,2568,29,White,Female,3,0
1994,2569,31,White,Female,3,4+
1994,2570,42,White,Female,6+,2
1994,2571,39,White,Male,1,2
1994,2572,42,White,Female,2,1
1994,2573,52,White,Female,0,2
1994,2574,48,White,Female,1,2
1994,2575,74,White,Female,6+,4+
1994,2576,58,White,Female,6+,4+
1994,2577,72,White,Female,3,1
1994,2578,43,White,Female,3,3
1994,2579,18,White,Male,6+,0
1994,2580,29,Black,Female,4,1
1994,2581,60,White,Female,2,2
1994,2582,74,White,Female,1,2
1994,2583,58,Black,Male,3,2
1994,2584,62,Black,Male,1,1
1994,2585,63,White,Female,5,3
1994,2586,28,White,Female,1,2
1994,2587,74,White,Female,6+,4+
1994,2588,29,White,Male,2,0
1994,2589,71,White,Female,2,1
1994,2590,72,White,Female,4,2
1994,2591,35,White,Female,3,4+
1994,2592,18,White,Male,3,0
1994,2593,24,White,Female,2,3
1994,2594,39,White,Female,2,2
1994,2595,46,Black,Female,1,4+
1994,2596,29,White,Female,4,1
1994,2597,66,White,Male,4,4+
1994,2598,76,White,Female,6+,1
1994,2599,50,White,Female,4,4+
1994,2600,23,White,Male,3,0
1994,2601,78,White,Female,4,1
1994,2602,44,White,Female,3,4+
1994,2603,64,White,Female,6+,4+
1994,2604,67,White,Male,6+,4+
1994,2605,59,White,Female,5,0
1994,2606,84,White,Female,6+,2
1994,2607,44,White,Male,2,0
1994,2608,34,White,Female,4,4+
1994,2609,56,Black,Male,3,1
1994,2610,33,White,Female,6+,3
1994,2611,27,White,Female,1,1
1994,2612,45,White,Female,6+,2
1994,2613,57,White,Male,2,2
1994,2614,20,White,Male,4,0
1994,2615,79,White,Male,4,2
1994,2616,38,White,Male,6+,3
1994,2617,77,White,Male,6+,4+
1994,2618,28,White,Male,2,1
1994,2619,57,White,Male,1,0
1994,2620,74,White,Female,3,0
1994,2621,74,White,Male,6+,2
1994,2622,59,White,Male,2,4+
1994,2623,30,White,Female,2,4+
1994,2624,57,White,Male,5,2
1994,2625,48,White,Female,1,1
1994,2626,41,White,Male,1,0
1994,2627,26,White,Female,6+,1
1994,2628,84,White,Female,5,0
1994,2629,42,Black,Male,4,4+
1994,2630,36,White,Female,4,2
1994,2631,86,White,Female,5,4+
1994,2632,71,White,Female,5,2
1994,2633,50,White,Male,6+,2
1994,2634,58,White,Male,6+,2
1994,2635,41,White,Female,6+,1
1994,2636,35,Black,Female,3,4+
1994,2637,18,Black,Female,2,0
1994,2638,27,Black,Female,2,3
1994,2639,63,White,Female,0,4+
1994,2640,59,White,Female,1,4+
1994,2641,56,White,Male,3,4+
1994,2642,46,White,Male,1,0
1994,2643,42,White,Male,6+,2
1994,2644,38,White,Female,0,3
1994,2645,43,White,Male,6+,1
1994,2646,71,White,Female,2,1
1994,2647,27,White,Male,2,0
1994,2648,50,White,Female,3,4+
1994,2649,63,White,Male,0,0
1994,2650,31,White,Female,3,0
1994,2651,36,White,Male,3,4+
1994,2652,35,White,Male,2,1
1994,2653,69,White,Female,6+,2
1994,2654,76,White,Female,6+,2
1994,2655,50,White,Male,3,0
1994,2656,69,White,Male,4,4+
1994,2657,63,Black,Female,6+,4+
1994,2658,64,Black,Female,6+,4+
1994,2659,38,Black,Female,6+,4+
1994,2660,60,Black,Female,6+,3
1994,2661,28,Black,Male,6+,2
1994,2662,50,Black,Male,3,3
1994,2663,23,Black,Female,2,3
1994,2664,71,White,Female,1,4+
1994,2665,42,White,Male,2,2
1994,2666,79,Black,Female,6+,0
1994,2667,35,White,Female,5,2
1994,2668,51,White,Female,4,3
1994,2669,31,White,Female,1,2
1994,2670,45,White,Male,5,2
1994,2671,70,White,Female,1,2
1994,2672,55,White,Male,2,2
1994,2673,64,White,Female,0,1
1994,2674,53,White,Male,2,2
1994,2675,79,White,Male,4,2
1994,2676,33,White,Female,4,0
1994,2677,37,White,Female,1,0
1994,2678,48,White,Male,3,2
1994,2679,31,White,Female,5,3
1994,2680,65,White,Female,2,3
1994,2681,84,White,Female,2,4+
1994,2682,31,White,Male,5,2
1994,2683,34,White,Male,3,0
1994,2684,54,White,Male,1,0
1994,2685,67,White,Male,6+,3
1994,2686,32,White,Female,4,1
1994,2687,81,White,Female,0,0
1994,2688,42,White,Male,5,3
1994,2689,49,White,Female,5,2
1994,2690,69,White,Male,5,3
1994,2691,37,White,Female,1,0
1994,2692,47,White,Female,3,1
1994,2693,39,Black,Female,5,4+
1994,2694,28,White,Male,1,0
1994,2695,56,Black,Male,6+,3
1994,2697,31,Other,Male,6+,1
1994,2698,28,Black,Female,4,2
1994,2699,26,White,Female,2,0
1994,2700,38,Black,Male,1,4+
1994,2701,77,White,Male,6+,3
1994,2702,76,White,Female,6+,2
1994,2703,43,Black,Male,6+,4+
1994,2704,44,Black,Male,6+,2
1994,2705,29,White,Male,1,1
1994,2706,30,White,Female,3,1
1994,2707,36,White,Female,6+,1
1994,2708,73,White,Female,2,3
1994,2709,47,White,Female,1,3
1994,2710,50,White,Female,3,2
1994,2711,31,Black,Male,1,1
1994,2712,48,Black,Female,5,4+
1994,2713,31,Black,Female,6+,3
1994,2714,32,Black,Male,6+,1
1994,2715,57,White,Female,5,1
1994,2716,44,Black,Female,4,0
1994,2717,73,White,Female,2,1
1994,2718,41,White,Female,3,3
1994,2719,40,Black,Female,2,3
1994,2720,43,White,Female,2,2
1994,2721,46,White,Male,1,1
1994,2722,47,White,Female,1,1
1994,2723,42,White,Male,4,2
1994,2724,69,White,Female,6+,3
1994,2725,75,White,Male,5,0
1994,2726,54,White,Female,3,3
1994,2727,67,White,Female,1,4+
1994,2728,49,White,Male,6+,2
1994,2729,30,White,Male,5,1
1994,2730,48,White,Female,3,0
1994,2731,71,White,Female,6+,0
1994,2732,72,White,Female,5,2
1994,2733,29,White,Female,1,2
1994,2734,42,White,Female,6+,2
1994,2736,54,White,Female,1,2
1994,2737,69,White,Male,6+,3
1994,2738,19,White,Male,3,0
1994,2739,25,White,Male,2,0
1994,2740,76,White,Female,6+,2
1994,2741,68,White,Female,6+,3
1994,2742,61,White,Male,3,4+
1994,2743,26,White,Female,2,0
1994,2744,63,White,Male,1,2
1994,2745,38,White,Female,3,2
1994,2746,80,White,Female,6+,1
1994,2747,39,White,Female,6+,2
1994,2748,64,White,Male,1,2
1994,2749,21,White,Male,2,0
1994,2750,61,White,Female,4,3
1994,2751,36,White,Female,2,0
1994,2752,57,White,Female,3,3
1994,2753,51,White,Female,0,2
1994,2754,46,White,Female,6+,2
1994,2755,54,White,Female,3,3
1994,2756,80,White,Male,6+,1
1994,2757,28,White,Male,2,0
1994,2758,89,White,Male,4,1
1994,2759,79,White,Female,6+,4+
1994,2760,79,White,Female,6+,2
1994,2761,65,White,Female,6+,4+
1994,2762,76,White,Female,2,3
1994,2763,84,White,Female,4,3
1994,2764,60,White,Female,2,4+
1994,2765,49,White,Female,0,3
1994,2766,71,White,Female,6+,4+
1994,2767,56,White,Male,5,4+
1994,2768,21,White,Female,4,1
1994,2769,34,White,Female,1,4+
1994,2770,28,White,Female,5,2
1994,2771,75,White,Male,0,1
1994,2772,88,White,Female,6+,2
1994,2773,89,White,Female,6+,0
1994,2774,30,White,Female,1,1
1994,2775,41,White,Male,2,0
1994,2776,28,White,Female,6+,3
1994,2777,70,White,Male,2,2
1994,2778,35,White,Female,4,4+
1994,2779,31,White,Male,1,2
1994,2780,36,White,Female,6+,2
1994,2781,42,White,Female,6+,2
1994,2782,19,White,Female,4,0
1994,2783,44,White,Male,1,3
1994,2784,41,White,Male,1,0
1994,2785,73,White,Female,6+,4+
1994,2786,56,Other,Male,6+,4+
1994,2787,53,Black,Female,6+,4+
1994,2788,29,White,Male,2,1
1994,2789,85,White,Female,3,1
1994,2790,24,White,Male,1,0
1994,2791,35,White,Female,1,4+
1994,2792,80,White,Male,6+,4+
1994,2793,66,White,Female,1,2
1994,2794,54,White,Male,6+,3
1994,2795,30,White,Female,2,1
1994,2796,26,White,Male,6+,2
1994,2797,25,White,Female,1,1
1994,2798,52,Black,Male,2,2
1994,2799,49,White,Female,6+,1
1994,2800,47,White,Male,0,4+
1994,2801,39,White,Male,3,2
1994,2802,49,White,Male,4,2
1994,2803,30,White,Male,4,0
1994,2804,43,White,Female,2,1
1994,2805,20,White,Male,0,0
1994,2806,51,White,Male,1,2
1994,2807,23,White,Female,1,0
1994,2808,25,White,Female,2,0
1994,2809,27,Black,Male,6+,1
1994,2810,32,White,Female,3,2
1994,2811,29,White,Female,2,3
