year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,1571,2,53,2,4,Bachelor,White,Male,Middle Atlantic,$60000 to 74999,None,Married,NA,High School,Strong Democrat,Liberal,Pretty Happy,1 Partner,Legal,Leo,1,0.956993511490439,Gt $60000,Age 45-55,Age 49-62,4,2,None,Northeast,1,1
2016,1572,1,49,1,5,Graduate,White,Female,Middle Atlantic,$90000 to $109999,Jewish,Married,Bachelor,Bachelor,Strong Democrat,Liberal,Pretty Happy,NA,NA,Virgo,1,1.4354902672356584,Gt $90000,Age 45-55,Age 34-49,5,1,Jewish,Northeast,NA,1
2016,1573,3,57,1,3,Graduate,White,Male,Middle Atlantic,$130000 to $149999,None,Married,Lt High School,Lt High School,Strong Democrat,Liberal,Very Happy,1 Partner,Legal,Virgo,1,0.956993511490439,Gt $130000,Age 55-65,Age 49-62,3,1,None,Northeast,1,1
2016,1574,3,41,2,6,High School,White,Female,Middle Atlantic,$90000 to $109999,Other,Divorced,NA,High School,"Ind,near Dem",Liberal,Very Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,6+,2,Other,Northeast,1,1
2016,1575,1,42,0,1,Graduate,White,Female,Middle Atlantic,$60000 to 74999,None,Never Married,Bachelor,Bachelor,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,NA,Leo,1,0.4784967557452195,Gt $60000,Age 35-45,Age 34-49,1,0,None,Northeast,NA,1
2016,1576,3,38,0,1,Bachelor,White,Male,Middle Atlantic,$75000 to $89999,None,Married,Graduate,Graduate,"Ind,near Dem",Liberal,Pretty Happy,1 Partner,Legal,Gemini,1,0.956993511490439,Gt $75000,Age 35-45,Age 34-49,1,0,None,Northeast,1,1
2016,1577,3,34,4,5,High School,White,Male,Middle Atlantic,NA,Protestant,Married,High School,High School,Independent,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,1,1.4354902672356584,NA,Age 18-35,Age 18-34,5,4+,Protestant,Northeast,1,1
2016,1578,2,72,2,3,Lt High School,White,Male,Middle Atlantic,under $1 000,Protestant,Widowed,NA,Lt High School,"Ind,near Dem",Moderate,Not Too Happy,No Partners,Legal,Libra,NA,0.4784967557452195,Gt $0,Age 65+,Age 62+,3,2,Protestant,Northeast,0,NA
2016,1579,3,39,3,4,High School,Black,Female,Middle Atlantic,$5 000 to 5 999,Protestant,Married,Junior College,High School,Not Str Democrat,Moderate,Not Too Happy,1 Partner,Legal,Libra,NA,0.956993511490439,Gt $0,Age 35-45,Age 34-49,4,3,Protestant,Northeast,1,NA
2016,1580,1,38,2,6,Lt High School,White,Female,Middle Atlantic,$25000 to 29999,Protestant,Divorced,Lt High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Virgo,NA,0.4784967557452195,Gt $25000,Age 35-45,Age 34-49,6+,2,Protestant,Northeast,NA,NA
2016,1581,1,55,3,3,High School,White,Male,Middle Atlantic,$35000 to 39999,Protestant,Separated,High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Taurus,2,0.4784967557452195,Gt $35000,Age 45-55,Age 49-62,3,3,Protestant,Northeast,NA,0
2016,1582,1,85,4,6,Graduate,White,Male,Middle Atlantic,$60000 to 74999,Catholic,Married,High School,High School,Strong Democrat,Slightly Liberal,Pretty Happy,NA,NA,Aquarius,1,1.5643633629752385,Gt $60000,Age 65+,Age 62+,6+,4+,Catholic,Northeast,NA,1
2016,1583,3,32,0,14,High School,White,Male,Middle Atlantic,$40000 to 49999,Protestant,Never Married,High School,High School,Strong Democrat,Moderate,Pretty Happy,1 Partner,Legal,Cancer,1,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,6+,0,Protestant,Northeast,1,1
2016,1584,2,42,3,6,Bachelor,Black,Female,Middle Atlantic,$10000 to 12499,Protestant,Married,High School,Graduate,Strong Democrat,NA,Pretty Happy,1 Partner,Legal,Virgo,1,1.4354902672356584,Gt $10000,Age 35-45,Age 34-49,6+,3,Protestant,Northeast,1,1
2016,1585,1,35,0,4,High School,White,Male,Middle Atlantic,$60000 to 74999,Catholic,Never Married,NA,High School,Not Str Republican,Slightly Conservative,Pretty Happy,NA,NA,Taurus,NA,0.4784967557452195,Gt $60000,Age 18-35,Age 34-49,4,0,Catholic,Northeast,NA,NA
2016,1586,2,33,0,8,Lt High School,Other,Female,Middle Atlantic,NA,Other,Never Married,NA,Lt High School,Strong Democrat,NA,Not Too Happy,1 Partner,Legal,Leo,NA,0.956993511490439,NA,Age 18-35,Age 18-34,6+,0,Other,Northeast,1,NA
2016,1587,3,32,2,10,High School,Black,Female,Middle Atlantic,$35000 to 39999,Catholic,Married,High School,High School,Not Str Democrat,Moderate,Not Too Happy,No Partners,Not Legal,Scorpio,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,6+,2,Catholic,Northeast,0,NA
2016,1588,3,67,0,2,Graduate,White,Female,Middle Atlantic,$75000 to $89999,Catholic,Never Married,Lt High School,High School,"Ind,near Dem",Slightly Liberal,Pretty Happy,No Partners,Not Legal,Pisces,2,0.4784967557452195,Gt $75000,Age 65+,Age 62+,2,0,Catholic,Northeast,0,0
2016,1589,2,28,0,1,High School,White,Male,Middle Atlantic,$30000 to 34999,Protestant,Never Married,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,2 Partners,Legal,Aries,1,0.7821816814876192,Gt $30000,Age 18-35,Age 18-34,1,0,Protestant,Northeast,2,1
2016,1590,1,59,7,7,Junior College,White,Female,Middle Atlantic,$75000 to $89999,Protestant,Married,Lt High School,Junior College,Other Party,Conservative,Very Happy,NA,NA,Gemini,2,0.956993511490439,Gt $75000,Age 55-65,Age 49-62,6+,4+,Protestant,Northeast,NA,0
2016,1591,3,57,1,1,High School,White,Male,Middle Atlantic,$60000 to 74999,Catholic,Married,High School,High School,Not Str Democrat,Slightly Conservative,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,1,1,Catholic,Northeast,1,1
2016,1592,2,51,1,3,High School,White,Male,Middle Atlantic,$60000 to 74999,Protestant,Never Married,Bachelor,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Leo,NA,1.5643633629752385,Gt $60000,Age 45-55,Age 49-62,3,1,Protestant,Northeast,1,NA
2016,1593,1,66,2,1,High School,White,Female,Middle Atlantic,$60000 to 74999,None,Divorced,Bachelor,High School,Not Str Republican,Moderate,Very Happy,NA,NA,Cancer,NA,0.4784967557452195,Gt $60000,Age 65+,Age 62+,1,2,None,Northeast,NA,NA
2016,1594,3,35,1,2,High School,White,Male,Middle Atlantic,$130000 to $149999,Catholic,Married,High School,High School,Not Str Republican,Slightly Conservative,Pretty Happy,1 Partner,Legal,Aries,NA,0.956993511490439,Gt $130000,Age 18-35,Age 34-49,2,1,Catholic,Northeast,1,NA
2016,1595,3,28,1,2,Bachelor,White,Female,Middle Atlantic,$75000 to $89999,Catholic,Married,Bachelor,Bachelor,Independent,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,NA,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,2,1,Catholic,Northeast,1,NA
2016,1596,3,52,2,2,Graduate,White,Female,Middle Atlantic,$150000 to $169999,None,Married,High School,High School,Not Str Democrat,Liberal,Pretty Happy,1 Partner,Legal,Aries,1,0.956993511490439,Gt $150000,Age 45-55,Age 49-62,2,2,None,Northeast,1,1
2016,1597,3,89,2,11,High School,White,Male,Middle Atlantic,$50000 to 59999,Catholic,Widowed,Lt High School,Lt High School,Strong Democrat,Moderate,Not Too Happy,No Partners,Not Legal,Aquarius,2,0.4784967557452195,Gt $50000,Age 65+,Age 62+,6+,2,Catholic,Northeast,0,0
2016,1598,1,69,3,2,High School,White,Female,Middle Atlantic,$40000 to 49999,Protestant,Widowed,Lt High School,Bachelor,Not Str Republican,Slightly Conservative,Pretty Happy,NA,NA,Taurus,2,0.7821816814876192,Gt $40000,Age 65+,Age 62+,2,3,Protestant,Northeast,NA,0
2016,1599,3,55,2,1,High School,White,Male,Middle Atlantic,$25000 to 29999,Catholic,Divorced,High School,High School,"Ind,near Rep",NA,Pretty Happy,No Partners,Legal,Aries,2,0.4784967557452195,Gt $25000,Age 45-55,Age 49-62,1,2,Catholic,Northeast,0,0
2016,1600,1,48,3,3,High School,White,Male,Middle Atlantic,$75000 to $89999,Protestant,Married,High School,High School,"Ind,near Rep",Extremely Conservative,Very Happy,NA,NA,Aries,1,0.956993511490439,Gt $75000,Age 45-55,Age 34-49,3,3,Protestant,Northeast,NA,1
2016,1601,3,67,2,2,High School,White,Female,Middle Atlantic,NA,Catholic,Married,High School,NA,Independent,NA,Very Happy,NA,Not Legal,Sagittarius,NA,0.956993511490439,NA,Age 65+,Age 62+,2,2,Catholic,Northeast,NA,NA
2016,1602,2,36,3,2,High School,White,Female,Middle Atlantic,$150000 to $169999,Catholic,Married,High School,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Not Legal,Capricorn,1,1.5643633629752385,Gt $150000,Age 35-45,Age 34-49,2,3,Catholic,Northeast,1,1
2016,1603,3,66,2,4,High School,White,Female,Middle Atlantic,$30000 to 34999,Catholic,Divorced,High School,High School,Not Str Democrat,Conservative,Very Happy,1 Partner,Legal,Leo,1,0.4784967557452195,Gt $30000,Age 65+,Age 62+,4,2,Catholic,Northeast,1,1
2016,1604,1,31,1,3,High School,White,Female,Middle Atlantic,$25000 to 29999,None,Never Married,High School,High School,Not Str Republican,Moderate,Pretty Happy,NA,NA,Capricorn,1,0.956993511490439,Gt $25000,Age 18-35,Age 18-34,3,1,None,Northeast,NA,1
2016,1605,3,57,2,9,High School,Black,Female,Middle Atlantic,NA,Protestant,Never Married,NA,High School,Not Str Republican,Slightly Conservative,Pretty Happy,No Partners,Legal,Taurus,1,1.5643633629752385,NA,Age 55-65,Age 49-62,6+,2,Protestant,Northeast,0,1
2016,1606,3,48,0,13,High School,White,Female,Middle Atlantic,$8 000 to 9 999,Catholic,Divorced,Lt High School,Lt High School,Strong Democrat,Conservative,Not Too Happy,1 Partner,Not Legal,Gemini,1,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,6+,0,Catholic,Northeast,1,1
2016,1607,2,35,3,10,High School,Black,Female,Middle Atlantic,$10000 to 12499,Catholic,Divorced,NA,High School,Strong Democrat,Slightly Conservative,Pretty Happy,3 Partners,Legal,Gemini,1,0.4784967557452195,Gt $10000,Age 18-35,Age 34-49,6+,3,Catholic,Northeast,3,1
2016,1608,3,59,1,5,High School,Other,Female,Middle Atlantic,$10000 to 12499,None,Divorced,Lt High School,Lt High School,Strong Democrat,Liberal,Not Too Happy,No Partners,Legal,Leo,1,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,5,1,None,Northeast,0,1
2016,1609,3,59,3,12,Lt High School,White,Male,Middle Atlantic,$7 000 to 7 999,Catholic,Never Married,High School,NA,Not Str Democrat,NA,Not Too Happy,No Partners,Legal,Virgo,NA,0.4784967557452195,Gt $0,Age 55-65,Age 49-62,6+,3,Catholic,Northeast,0,NA
2016,1610,2,35,3,3,High School,Other,Female,Middle Atlantic,$25000 to 29999,Protestant,Married,NA,Lt High School,Independent,NA,Very Happy,1 Partner,Not Legal,Pisces,NA,0.956993511490439,Gt $25000,Age 18-35,Age 34-49,3,3,Protestant,Northeast,1,NA
2016,1611,2,52,3,5,High School,White,Female,Middle Atlantic,NA,Catholic,Divorced,NA,High School,Independent,Moderate,Pretty Happy,1 Partner,Not Legal,Sagittarius,NA,0.4784967557452195,NA,Age 45-55,Age 49-62,5,3,Catholic,Northeast,1,NA
2016,1612,3,37,2,4,High School,White,Male,Middle Atlantic,$40000 to 49999,None,Divorced,High School,Bachelor,Strong Democrat,Extremely Liberal,Pretty Happy,2 Partners,Legal,Aquarius,1,0.4784967557452195,Gt $40000,Age 35-45,Age 34-49,4,2,None,Northeast,2,1
2016,1613,1,35,0,1,High School,White,Male,Middle Atlantic,NA,None,Never Married,NA,Lt High School,Independent,Slightly Conservative,Very Happy,NA,NA,Virgo,NA,0.4784967557452195,NA,Age 18-35,Age 34-49,1,0,None,Northeast,NA,NA
2016,1614,2,61,2,2,High School,White,Male,Middle Atlantic,$110000 to $129999,None,Married,High School,High School,Strong Republican,Conservative,Pretty Happy,1 Partner,Legal,Aquarius,2,1.5643633629752385,Gt $110000,Age 55-65,Age 49-62,2,2,None,Northeast,1,0
2016,1615,3,67,1,4,High School,White,Female,Middle Atlantic,$35000 to 39999,Protestant,Divorced,Lt High School,Lt High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Scorpio,NA,0.956993511490439,Gt $35000,Age 65+,Age 62+,4,1,Protestant,Northeast,0,NA
2016,1616,2,80,3,3,High School,White,Female,Middle Atlantic,$25000 to 29999,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,Slightly Conservative,Pretty Happy,No Partners,Legal,Aries,1,0.7821816814876192,Gt $25000,Age 65+,Age 62+,3,3,Protestant,Northeast,0,1
2016,1617,3,30,1,2,High School,White,Male,Middle Atlantic,$60000 to 74999,None,Married,High School,High School,Strong Democrat,Extremely Liberal,Pretty Happy,4 Partners,Legal,Aries,1,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,2,1,None,Northeast,4+,1
2016,1618,2,56,0,4,Graduate,Black,Female,Middle Atlantic,$60000 to 74999,Protestant,Divorced,NA,High School,Not Str Democrat,Slightly Conservative,Very Happy,No Partners,Not Legal,Gemini,1,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,4,0,Protestant,Northeast,0,1
2016,1619,2,20,0,6,High School,Black,Male,Middle Atlantic,$50000 to 59999,Protestant,Never Married,High School,Bachelor,Independent,Liberal,Pretty Happy,No Partners,Legal,Gemini,NA,1.5643633629752385,Gt $50000,Age 18-35,Age 18-34,6+,0,Protestant,Northeast,0,NA
2016,1620,3,53,2,2,Bachelor,White,Female,Middle Atlantic,$75000 to $89999,Protestant,Married,Bachelor,High School,Not Str Republican,Conservative,Pretty Happy,1 Partner,Not Legal,Cancer,2,0.956993511490439,Gt $75000,Age 45-55,Age 49-62,2,2,Protestant,Northeast,1,0
2016,1621,2,31,0,1,Graduate,White,Female,Middle Atlantic,NA,Catholic,Never Married,High School,High School,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,Not Legal,NA,NA,0.7821816814876192,NA,Age 18-35,Age 18-34,1,0,Catholic,Northeast,NA,NA
2016,1622,3,51,2,1,High School,White,Female,Middle Atlantic,$25000 to 29999,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,Moderate,Very Happy,1 Partner,Legal,Aquarius,1,0.4784967557452195,Gt $25000,Age 45-55,Age 49-62,1,2,Protestant,Northeast,1,1
2016,1623,2,29,3,4,High School,White,Female,Middle Atlantic,$60000 to 74999,Protestant,Married,High School,Lt High School,"Ind,near Rep",Moderate,Very Happy,1 Partner,Legal,Sagittarius,1,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,4,3,Protestant,Northeast,1,1
2016,1624,1,80,3,3,High School,White,Male,Middle Atlantic,$40000 to 49999,Protestant,Married,Lt High School,NA,Not Str Democrat,Moderate,Very Happy,NA,NA,Cancer,1,1.5643633629752385,Gt $40000,Age 65+,Age 62+,3,3,Protestant,Northeast,NA,1
2016,1625,3,67,2,6,Bachelor,White,Female,Middle Atlantic,$17500 to 19999,Protestant,Divorced,High School,Lt High School,Not Str Republican,Slightly Conservative,Pretty Happy,1 Partner,Legal,Leo,1,0.7821816814876192,Gt $15000,Age 65+,Age 62+,6+,2,Protestant,Northeast,1,1
2016,1626,3,61,0,1,Bachelor,White,Female,Middle Atlantic,$50000 to 59999,Protestant,Married,Lt High School,Lt High School,Strong Republican,Conservative,Very Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $50000,Age 55-65,Age 49-62,1,0,Protestant,Northeast,1,1
2016,1627,3,58,5,6,High School,White,Female,Middle Atlantic,$60000 to 74999,Catholic,Married,NA,Lt High School,Not Str Democrat,Moderate,Very Happy,1 Partner,Not Legal,Capricorn,2,1.5643633629752385,Gt $60000,Age 55-65,Age 49-62,6+,4+,Catholic,Northeast,1,0
2016,1628,2,19,0,3,High School,White,Female,Middle Atlantic,NA,None,Never Married,Graduate,Bachelor,Strong Democrat,Extremely Liberal,Very Happy,3 Partners,Legal,Taurus,NA,1.4354902672356584,NA,Age 18-35,Age 18-34,3,0,None,Northeast,3,NA
2016,1629,2,19,0,2,Lt High School,White,Female,Middle Atlantic,$170000 or over,Protestant,Never Married,High School,High School,Independent,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Capricorn,NA,1.4354902672356584,Gt $170000,Age 18-35,Age 18-34,2,0,Protestant,Northeast,1,NA
2016,1630,1,25,0,3,High School,Black,Male,South Atlantic,$40000 to 49999,Christian,Never Married,NA,High School,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Leo,1,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,3,0,Other,South,NA,1
2016,1631,1,34,4,3,High School,White,Female,South Atlantic,$20000 to 22499,Catholic,Married,High School,Lt High School,Strong Democrat,Moderate,Pretty Happy,NA,NA,Libra,NA,2.3924837787260973,Gt $20000,Age 18-35,Age 18-34,3,4+,Catholic,South,NA,NA
2016,1632,3,37,5,1,High School,Black,Female,South Atlantic,$75000 to $89999,Protestant,Divorced,NA,NA,"Ind,near Dem",Extremely Liberal,Not Too Happy,1 Partner,Not Legal,Aquarius,NA,0.4784967557452195,Gt $75000,Age 35-45,Age 34-49,1,4+,Protestant,South,1,NA
2016,1633,2,78,4,0,High School,White,Male,South Atlantic,$25000 to 29999,Protestant,Married,High School,High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Cancer,1,0.956993511490439,Gt $25000,Age 65+,Age 62+,0,4+,Protestant,South,0,1
2016,1634,3,62,0,2,High School,White,Male,South Atlantic,$60000 to 74999,Protestant,Never Married,Graduate,Bachelor,Not Str Republican,Moderate,Pretty Happy,No Partners,Legal,Leo,NA,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,2,0,Protestant,South,0,NA
2016,1635,2,30,2,2,Junior College,White,Female,South Atlantic,$30000 to 34999,Inter-Nondenominational,Divorced,High School,NA,"Ind,near Rep",Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,Gt $30000,Age 18-35,Age 18-34,2,2,Other,South,1,NA
2016,1636,2,65,2,3,Lt High School,White,Female,South Atlantic,NA,Catholic,Divorced,High School,High School,Strong Republican,Slightly Conservative,Pretty Happy,No Partners,Legal,Virgo,NA,0.4784967557452195,NA,Age 55-65,Age 62+,3,2,Catholic,South,0,NA
2016,1637,2,45,1,2,Graduate,White,Female,South Atlantic,$50000 to 59999,Protestant,Divorced,High School,High School,Not Str Republican,Slightly Liberal,Pretty Happy,1 Partner,NA,Gemini,1,0.956993511490439,Gt $50000,Age 35-45,Age 34-49,2,1,Protestant,South,1,1
2016,1638,1,65,0,2,High School,White,Male,South Atlantic,$50000 to 59999,Protestant,Never Married,NA,High School,"Ind,near Rep",Moderate,Very Happy,NA,NA,Aquarius,2,0.956993511490439,Gt $50000,Age 55-65,Age 62+,2,0,Protestant,South,NA,0
2016,1639,3,68,3,4,Lt High School,White,Female,South Atlantic,$10000 to 12499,Protestant,Widowed,NA,Lt High School,Independent,Slightly Liberal,Pretty Happy,No Partners,Not Legal,Leo,NA,0.4784967557452195,Gt $10000,Age 65+,Age 62+,4,3,Protestant,South,0,NA
2016,1640,2,37,1,1,High School,White,Male,South Atlantic,$110000 to $129999,Protestant,Married,NA,High School,Independent,Moderate,Pretty Happy,1 Partner,Legal,Pisces,NA,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,1,1,Protestant,South,1,NA
2016,1641,3,63,2,6,Lt High School,White,Male,South Atlantic,$30000 to 34999,None,Married,NA,High School,Other Party,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Virgo,NA,0.956993511490439,Gt $30000,Age 55-65,Age 62+,6+,2,None,South,1,NA
2016,1642,2,59,2,18,Lt High School,White,Male,South Atlantic,$60000 to 74999,Protestant,Married,High School,High School,"Ind,near Dem",Moderate,Very Happy,No Partners,Legal,Libra,NA,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,6+,2,Protestant,South,0,NA
2016,1643,1,80,2,2,Bachelor,White,Male,South Atlantic,$110000 to $129999,NA,Married,NA,High School,Strong Republican,Extremely Conservative,Very Happy,NA,NA,Aries,2,0.956993511490439,Gt $110000,Age 65+,Age 62+,2,2,NA,South,NA,0
2016,1644,1,29,1,2,Junior College,White,Female,South Atlantic,$50000 to 59999,Catholic,Never Married,High School,High School,Independent,Moderate,Very Happy,NA,NA,Sagittarius,2,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,2,1,Catholic,South,NA,0
2016,1645,2,57,2,7,High School,White,Female,South Atlantic,$30000 to 34999,Protestant,Married,Lt High School,High School,Independent,Conservative,Pretty Happy,1 Partner,Not Legal,Libra,NA,0.956993511490439,Gt $30000,Age 55-65,Age 49-62,6+,2,Protestant,South,1,NA
2016,1646,2,73,3,2,Graduate,White,Female,South Atlantic,$90000 to $109999,Catholic,Married,Graduate,Lt High School,"Ind,near Rep",Conservative,Pretty Happy,1 Partner,Not Legal,Scorpio,2,0.956993511490439,Gt $90000,Age 65+,Age 62+,2,3,Catholic,South,1,0
2016,1647,1,75,3,1,High School,White,Male,South Atlantic,$40000 to 49999,Protestant,Married,High School,High School,Independent,Slightly Conservative,Very Happy,NA,NA,Taurus,1,0.956993511490439,Gt $40000,Age 65+,Age 62+,1,3,Protestant,South,NA,1
2016,1648,3,74,2,2,High School,White,Male,South Atlantic,$30000 to 34999,Protestant,Divorced,High School,High School,Not Str Democrat,Moderate,Not Too Happy,No Partners,Legal,Sagittarius,1,0.4784967557452195,Gt $30000,Age 65+,Age 62+,2,2,Protestant,South,0,1
2016,1649,1,86,3,4,High School,White,Female,South Atlantic,$60000 to 74999,Protestant,Married,NA,High School,Strong Republican,Conservative,Pretty Happy,NA,NA,Sagittarius,2,0.956993511490439,Gt $60000,Age 65+,Age 62+,4,3,Protestant,South,NA,0
2016,1650,1,81,2,2,High School,White,Female,South Atlantic,$50000 to 59999,Protestant,Married,Lt High School,Lt High School,"Ind,near Dem",Liberal,Pretty Happy,NA,NA,Pisces,1,1.5643633629752385,Gt $50000,Age 65+,Age 62+,2,2,Protestant,South,NA,1
2016,1651,3,69,3,7,Lt High School,White,Female,South Atlantic,$35000 to 39999,Protestant,Married,NA,NA,Strong Democrat,Slightly Conservative,Very Happy,1 Partner,Not Legal,Aquarius,1,1.5643633629752385,Gt $35000,Age 65+,Age 62+,6+,3,Protestant,South,1,1
2016,1652,2,59,2,3,High School,White,Female,South Atlantic,$15000 to 17499,Protestant,Widowed,High School,NA,"Ind,near Dem",NA,Not Too Happy,NA,Legal,Sagittarius,1,0.4784967557452195,Gt $15000,Age 55-65,Age 49-62,3,2,Protestant,South,NA,1
2016,1653,3,59,3,3,High School,White,Male,South Atlantic,NA,Protestant,Married,High School,High School,Not Str Republican,Conservative,Pretty Happy,NA,Legal,Sagittarius,2,0.956993511490439,NA,Age 55-65,Age 49-62,3,3,Protestant,South,NA,0
2016,1654,1,68,5,3,High School,White,Male,South Atlantic,$40000 to 49999,Protestant,Married,Lt High School,Lt High School,"Ind,near Rep",Conservative,Pretty Happy,NA,NA,Taurus,NA,1.4354902672356584,Gt $40000,Age 65+,Age 62+,3,4+,Protestant,South,NA,NA
2016,1655,3,28,2,2,Bachelor,White,Female,South Atlantic,$40000 to 49999,Protestant,Divorced,High School,High School,Not Str Republican,Conservative,Very Happy,1 Partner,Not Legal,Gemini,2,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,2,2,Protestant,South,1,0
2016,1656,2,62,2,0,High School,White,Male,South Atlantic,$15000 to 17499,Protestant,Divorced,High School,NA,Not Str Republican,Slightly Conservative,Not Too Happy,No Partners,Legal,Aquarius,NA,0.4784967557452195,Gt $15000,Age 55-65,Age 49-62,0,2,Protestant,South,0,NA
2016,1657,1,30,0,1,High School,White,Female,South Atlantic,$22500 to 24999,Catholic,Married,High School,High School,"Ind,near Dem",Moderate,Very Happy,NA,NA,NA,1,1.4354902672356584,Gt $20000,Age 18-35,Age 18-34,1,0,Catholic,South,NA,1
2016,1658,3,30,2,3,Junior College,White,Female,South Atlantic,$20000 to 22499,Catholic,Never Married,High School,Bachelor,Independent,Moderate,Not Too Happy,1 Partner,Legal,Cancer,NA,0.4784967557452195,Gt $20000,Age 18-35,Age 18-34,3,2,Catholic,South,1,NA
2016,1659,2,52,2,4,High School,Black,Male,South Atlantic,$25000 to 29999,Protestant,Divorced,NA,NA,"Ind,near Dem",Liberal,Not Too Happy,1 Partner,Legal,Cancer,1,0.4784967557452195,Gt $25000,Age 45-55,Age 49-62,4,2,Protestant,South,1,1
2016,1660,1,50,3,2,Graduate,White,Female,South Atlantic,$130000 to $149999,Protestant,Married,Lt High School,High School,Not Str Republican,Slightly Liberal,Pretty Happy,NA,NA,Aries,NA,0.956993511490439,Gt $130000,Age 45-55,Age 49-62,2,3,Protestant,South,NA,NA
2016,1661,2,62,1,4,High School,White,Male,South Atlantic,$30000 to 34999,Protestant,Married,NA,Lt High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Scorpio,2,0.956993511490439,Gt $30000,Age 55-65,Age 49-62,4,1,Protestant,South,1,0
2016,1662,1,46,1,4,Bachelor,Other,Female,South Atlantic,$90000 to $109999,Protestant,Married,Bachelor,High School,Not Str Republican,Conservative,Pretty Happy,NA,NA,Gemini,2,1.4354902672356584,Gt $90000,Age 45-55,Age 34-49,4,1,Protestant,South,NA,0
2016,1663,1,43,2,1,High School,White,Female,South Atlantic,$90000 to $109999,None,Married,High School,High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Libra,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,1,2,None,South,NA,1
2016,1664,3,27,0,1,Bachelor,White,Male,South Atlantic,$30000 to 34999,Protestant,Never Married,Bachelor,High School,"Ind,near Dem",Moderate,Very Happy,No Partners,Not Legal,NA,NA,0.4784967557452195,Gt $30000,Age 18-35,Age 18-34,1,0,Protestant,South,0,NA
2016,1665,2,36,3,2,Bachelor,White,Male,South Atlantic,$40000 to 49999,Protestant,Married,High School,Bachelor,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Libra,NA,0.956993511490439,Gt $40000,Age 35-45,Age 34-49,2,3,Protestant,South,1,NA
2016,1666,3,26,0,7,High School,White,Male,South Atlantic,$5 000 to 5 999,Other,Never Married,High School,High School,Not Str Democrat,NA,Very Happy,1 Partner,Legal,Pisces,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,6+,0,Other,South,1,NA
2016,1667,1,50,3,9,Graduate,Other,Female,South Atlantic,$110000 to $129999,Moslem/Islam,Married,Lt High School,Lt High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Aries,NA,0.956993511490439,Gt $110000,Age 45-55,Age 49-62,6+,3,Other,South,NA,NA
2016,1668,3,23,0,1,High School,Black,Male,South Atlantic,$50000 to 59999,Protestant,Never Married,NA,Junior College,"Ind,near Rep",Moderate,Not Too Happy,No Partners,Legal,Cancer,NA,0.4784967557452195,Gt $50000,Age 18-35,Age 18-34,1,0,Protestant,South,0,NA
2016,1669,3,27,0,1,Bachelor,White,Male,South Atlantic,$20000 to 22499,Protestant,Married,High School,Junior College,Not Str Republican,Conservative,Very Happy,1 Partner,Legal,Capricorn,2,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,1,0,Protestant,South,1,0
